,tweet
575,"naik @mrtjakarta buat pertama kali. jauh2 dari ciamis, mumpung lagi d jakarta. sangat nyaman, bersih dan cepat. gak kena macet ibukota! naik dari stasiun lebak bulus grab, berasa segerbong punya sendiri. masih sangat pagi sih."
576,semuanya terukur dan tepat waktu. warga berharap moda angkutan massal seperti ini diperpanjang sampai ke seluruh daerah di dki jakarta. #mrt #jakarta #transportasi
577,@mrtjakarta coba naik mrt tapi ssyang mushola di stasiun lebakbulus terlalu sempit dan pintu masuknya campur antara laki2 dan petempuan
578,"pegawai @mrtjakarta juga ramah-ramah, murah senyum, diajak ngobrol soal mrt juga nyambung. dari office boy, security, sampai pegawai ticketing"
579,bersih nyaman aman .. semoga makin bagus lagi fasilitasnya ...
580,mumpung lagi di jakarta mau beli nasi goreng mrt lebak bulus yang rasanya tengku umar
581,min apakah nanti ada jalur mrt yang ke pasar minggu min?
582,"hi min @mrtjakarta , 1 kartu flash apakah bisa digunakan untuk berdua atau satunya harus beli tiket manual?"
583,"aku pernah tinggal di dua tempat itu dan skrang menetap di bandung. dari kondisi masyarakat,kondisi cuaca enak di bandung jujur tapi soal fasilitas pelayanan pemerintah enak di jakarta menurut ku. karena di bandung belum ada mrt sama comuter line"
584,baru ngeh juga tiket mrt hanya bs dibeli pake cash. di ticket machine nya jg gada slot buat kartu (sayang sekaliii). dan di stasiun lebak bulus nggak ada atm sama skali hiksu (ini standar stasiun ya?) @mrtjakarta
585,@mrtjakarta @dishubdki_jkt mohon bantuannya untuk pedestrian dari park&ride menuju lebak bulus grab mrt diperhatikan.. bau banget pak buu.. (bau toilet)
586,@mrtjakarta escalator naik stasiun benhil exit jalan sudirman tiba2 mati banyak orang kaget pas udah ditengah2 escalator
587,"pada prnh ke toilet? pernah ke toilet yg ada 'bekas' yg nga disiram? nah, persis baunya nih di jalur pejalan kaki samping depo"
588,"ada 2 lajur antrian di tiap sisi seperti di jepang. mungkin perlu dijelaskan cara antrinya, pasang gambar aja, biar nanti kalau penumpangï¿½mrtï¿½makin ramai antriannya terap tertib"
589,"mau naik mrt dari lebak bulus, disitu ada untuk penitipan motor gk ya? respon pls?? :("
590,"mulai ngerasa capek bolak balik mampang-senen naik busway. mau pindah naik mrt ongkosnya lebih mahal berkali2 lipat dan jalannya lebih muter2. naik krl mager desek2an di krlnya. tambah salut deh sama orang2 yg kerjanya pp jakarta-bogor atau jakarta-bekasi, kuat2 bgt mereka"
591,"enak ye, kalo pulang kerja naik mrt @mrtjakarta"
592,"bagus, nyaman, murah, bersih, cepat @mrtjakartapic.twitter.com/bdl9elzhex"
593,"gapernah bosen commuting naik @mrtjakarta, bersih, nyaman dan tepat waktu..."
594,"bahagia dan bangga menggukan moda @mrtjakarta. bersih dan lancar, tdk kalah dg subway di new york dan washinton dc. sekedar masukan, ada baiknya petugas loket lebih ramah. oknum mas petugasnya (mungkin trainee) kok agak ketus ya. maju terus. pic.twitter.com/ferik4eaox"
595,meeting di daerah selatan di jam macet gak khawatir lg. berkat @mrtjakarta
596,"pulang kantor  mampir dulu, apa langsung pulang..?  thanks to @mrtjakarta perjalanan pulang sekarang jadi lebih cepat  plus dapet foto keren pake @samsungid galaxy a6+  #withgalaxy#phonephotography #mobilephotography #cityview #streetphotography"
597,"dan coba dilihat berapa banyak ojol di jakarta? yg ternyata turut menyumbang kemacetan. saya sih bukannya anti onjol, tapi gregetan aja kalau ada yg protes jakarta macet tapi masih koar-koar bangga leboh milih ojol daripada jalan kaki terus lanjut naik bus/krl/mrt"
598,"setiap lewat trotoar ini, pejalan kaki harus siap menahan nafas sekitar 5 menit. tau kenapa? karena bau pipis yg menyengat. mungkin ya, itu pipisnya para supir angkot dan bis. coba sediain moving toilet di sini. lokasi: lebakbulus. ccï¿½@mrtjakartaï¿½@pt_transjakarta@aniesbaswedanï¿½"
599,dear @mrtjakarta..... kereta pertama menuju hi.. di gerbong pertama... tetep ye bau nya ngga enak.. aromanya ngga fresh gitu kenapa yee....
600,tolong @mrtjakarta support payment via visa paywave juga dong
601,"naik mrt @mrtjakarta memang nyaman, tapi kenyamanan terganggu bila kita jalan menyusuri jalan dari/dan ke parkiran lebak bulus grab menuju stasiun mrt, bau pesing menyengat sepanjang jalan. mohon atensi dari @mrtjakarta dan @dkijakartapic."
602,"yang bikin jakarta macet itu ego kita gengsi kita. saat bawa mobil dan kena macet gue ngeluh ""anjir gini amat ya macetnya"". saat naek krl atau mrt gue bersyukur ""busyet cepet amat ini. enak bisa nyantai"". semua tergantung pilihan lu pakai transportasi apa."
603,"aku setuju sama argumen ini!!! sebagai user kendaraan umu, tj harusnya sudah jadi solusi anti macet bahkan mendahui mrt dan lrt. sayangnya ga dimanfaatkan secara maksimal o/ masyarakat makanya kesannya jakarta msg macet aja padahal simply krn orgnya ignorant maunya serba pribadi"
604,dungu sekali cebong sampe ga bisa merasakan kemajuan.. tinggal di got melulu si  mrt busway free jalan protokol yg lebih cantik liat bus sekolah free.. jakarta lbh manusiawi.. pedestrian yg aman.. ngapain belajar sama napi? #bisanyangutangajakokbangga
605,"@drhaltekehalte kuliner enak di sekitaran halte @mrtjakartafatmawati, soto mie banjarsari. rasanya mantap. jam buka : senin - sabtu dari 8.30 - sampe habis (sekiratan jam 1 siang). klo jam makan siang rame, apalagi hari jumat."
606,"liburan saya kamis, 18-07-2019 bersama istri menikmati keindahan jakarta yang bersih dan indah rapih. awal dari lenteng agung saya naik busway jurusan lebak bulus - ui harga terjangkau 3.500/orang di lebak bulus naik mrt jurusan hi. senang bangga. #7dayschallege#jakartabersih"
607,happy makin banyak yg bawa sepeda lipat naik @mrtjakarta artinya polusi jakarta makin berkurang
608,aga fasilitas yang ada.. dengan tdk membuang sampah sembarangan dan tetap jaga kebersihan. #mrtjakarta #jakartahut #jakartabersih
609,jadi lucu. bisa pake kartu jenius di mrt singapore tapi di mrtjakarta belum bisa.
610,halooo ini dari park n ride ke stasiun lb bulus grab kenapa bau pesing yaaaaa @mrtjakarta
611,area jalan menuju halte mrt / busway baunya pesing bgt.. tolong di monitor siapa kek gtu... @pt_transjakarta @mrtjakarta@dishubdki_jkt @dkijakarta
612,"wc hanya satu di halte dan utk msk hrs bayar (tap gate trans) lalu lintas org di sekitar banyak sekali shgg koridor jd sasaran peturasan, kenapa tdk menyediakan wc umum di sekitar lokasi parkir biar bs digunakan mrk2 yg beranjak ke halte (bus & mrt)"
613,"efek petugas @mrtjakarta ga paham aturan soal gerbong wanita, jadi harus diri dari hi sampe lebak bulus...jangan hanya penumpang aja yg di edukasi, petugas juga biar ga merugikan..."
614,"transportasi umum udh lengkap, murmer,nyaman. kurang apa lgi coba #jakartabersih"
615,"dear @mrtjakarta, pagi ini rute dukuh atas - lebak bulus 08.31 kereta nomor 4 bau pesing pipis, mungkin krn bau karbol pembersihnya. mohon difollow up ya agar kedepannya tidak terjadi lg. sy pengguna harian mrt btw. semangat!"
616,musholla di bbrp stasiun terlalu kecil. hanya bisa menampung 4 - 6 orng saja.
617,"biar ga bosen gitu, ke bund. hi pakai mrt mulu haha (@ halte transjakarta bundaran hi - @blutransjakarta in jakarta pusat, dki jakarta)"
618,kok suara mbak @mrtjakarta berubah sih?
619,"@mrtjakarta min, gerbong khusus wanita itu paling depan atau paling belakang sih skg? kok yg laki di paling belakang pada diusir2in semua?"
620,"yabedalah mbak, walaupun kugaktau bedanya karena belum pernah naik mrt."
621,@mrtjakarta twit jawab donk.. butuh klarifikasi ne
622,"@mrtjakarta min, pembelian kartu multi/single trip itu apakah bisa di reimburse langsung cem krl apa gimana yak"
623,iya mrt nya lucu
624,"voice over mrt pagi ini agak beda, lebih alus gitu ga teges kaya biasa. tapi tetep suka @mrtjakarta"
625,"kurangi antrean penumpang, mrt jakarta tambah mesin tiket otomatis"
626,"dear @mrtjakarta boleh saran ditambah fasilitas atm di tiap halte, dan atm di taro di sebelum pintu masuk jadi bisa isi emoney/ flazz atau tarik tunai untuk beli kartu single trip nya krn pengalaman saya gak jd naikmrt krn buru2 lupa tarik tunai dan gabisa isi emoney"
627,"naik mrt terus lanjut tj benar  perwujudan 'ada harga ada rupa'.tetep sih dua duanya oke dan jakarta patut optimis, karena selama ada kemauan maka permasalahan seberat sistem transport umum ruwet pun lama-lama bisa selesai dengan baik dan dinikmati orang banyak.kerja kerja kerja!"
628,"naik @mrtjakarta mempersingkat waktu tempuh pergi ke daerah jakarta selatan, naik @lrtjkt mempermudah pergi ke daerah kelapa gading, naik @pt_transjakarta mempermudah akses ke seluruh penjuru jakarta dan sekitarnya..."
629,"haloooo kakak2 perkenalkan kami akun resmi warga jakarta yg peduli mrt jakarta #jagamrt #pedulimrt jika ada info2 dr teman2 pengguna @mrtjakarta
tentang kondii, kegiatan ataupun update saat mengunakan mrt bs info kami yah. terima kasih
#pesandarinetizen"
630,akun resmi warga jakarta yg peduli mrt jakarta #jagamrt #pedulimrt @mrtjakarta
631,@mrtjakarta @_sketsai biasanya di pojokan. daerah priority seat. tapi ada juga gerbong yang ga ada priority seatnya pesing di pojokan. mungkin sejenis chemical yang dipakai gerbong?
632,"@mrtjakarta @_sketsai cleaning solution, right? aku pernah tanya sama petugas. bau mirip pesing ini bau cleaning solution yang dipakai."
633,"@mrtjakarta hi min. td sy naik mrt dari sta dukuh atas ke blok m, beli tiket di loket kena tarif 22 rb. nah yg bikin sy bingung, pulangnya dari blok m ke dukuh atas, sy kena tarif 7 rb. kok beda yak? emang tarif dg jarak yg sama bs beda gt?? mhn penjelasannya, tkiuu"
634,"hmmm ini kadang mrt suka bau pesing aneh gitu ya, aroma apakah ini? @mrtjakarta"
635,"@pt_transjakarta @dkijakarta @dishubdki_jkt akhirnya kencing di halte tirtayasa dan sama mengenaskan juga kondisi toiletnya.

dear @pt_transjakarta. sepertinya kalian harus belajar banyak dari @mrtjakarta. and also, ganti lirik ï¿½transportasi kelas duniaï¿½ di jinggle kalian. doesnï¿½t look good on ya :/ https://t.co/4opsmpfkwt"
636,appreciation tweet for @mrtjakarta karena satpamnya menegur ibu2 yg minum air mineral di kereta. this means he really does his job goodlyyy wooow ????????????
637,@masterando @mrtjakarta gw jg udah 2x pas ngetap keluar malah error disuruh ngetap lg malah saldo kesedot double. saksi @farismram
638,@rizkyg_p @mrtjakarta gimana ga kzl ya ???? uang aing 50 rebu baliknya harusnya 25
639,@pt_transjakarta @mrtjakarta kalo emang pengen orang beralih ke transportasi umum yang serius dong. frekuensinya diperbanyak dan waktu operasinya diperpanjang. jangan setengah setengah gini
640,"@mrtjakarta keren banget animasinya, menggemaskan dan menarik perhatian banget, tapi juga padat informasi dan menjelaskan dengan baik. salut untuk tim penyusun video ini! ????"
641,"@pt_transjakarta wah mantap dari blok m sekarang sudah bisa kemana2, saran aja min, tolong diadakan feeder dari st. @mrtjakarta bundaran hi langsung  ke st. gambir dan st. senen @kai121 sehingga tidak perlu repot2 transit di halte monas, cukup menyusahkan jika membawa barang banyak kalau transit"
642,mau konfirmasi aja ke @mrtjakarta benarkah ada larangan untuk foto-foto (pribadi bukan komersial) di dalam stasiun mrt. kok saya tadi ditegur security.
643,"bisa kali min @mrtjakarta bikin tiket bulanan/tahunan dengan harga terjangkau biar makin banyak yg naik dan yg tiap hari naik jadi lebih hemat...("",)"
644,"masinis nya mrt pagi ini mba mba cantik, keren. @mrtjakarta"
645,mantab @mrtjakarta ! mudah-mudahan akan segera banyak jalur mrt di jakarta. https://t.co/uywn1viadn
646,"@mrtjakarta pagi min, oo iya min napa di stasiun mrt senayan kok gak ada eskalator nya dan gak di buat yg keluar arah kemendikbud ?! tq min ?? ??"
647,"@mrtjakarta biarpun sdh ada tertera peraturanï¿½nya,tp tetap saja msh ada yg melanggar,terkadang security jg ga mau memberi teguran,mungkin takut penumpang tersinggung,mrt the best deh pokoknya,"
648,"di lihat dr blueprint mrt, banyak jalur yg akan di bangun, tapi knapa nggak ada yg lewat kawasan wisata spt ragunan dan tmii? @mrtjakarta @budikaryas @jokowi ragunan itu padat banget kl liburan, membuat macet, harusnya mrt ke sana."
649,terima kasih utk petugas kebersihan yg nyapa ï¿½selamat malamï¿½ padahal dia lg sibuk ngelap mesin tap di @mrtjakarta  hilang sdh capek lembur~
650,"@detikcom @detikfinance agak kecewa, soalnya jalan antara stasiun lebak bulus sama parkiran (park & ride) bau pesing didiemin aja sama @mrtjakarta"
651,@mrtjakarta mrt phase 2 dan lrt kapan selesainya ya?  kl pembangunan public transportationnya cepat selesai dan semua interconnected dgn baik kan warga jkt jg ga tllu mengandalkan kendaraan bermotor  min.
652,ya allah musholla @mrtjakarta senayan kecil amat yak
653,"@mrtjakarta mohon izin mau ngasih masukan. saya perhatikan di stasiun istora yang masuknya dari polda itu standar pengecekan di securitynya berubah-ubah. kadang ada yang jaga, kadang engga. kadang dipindai, kadang engga. apa ga sebaiknya dibikin standar ya sop nya?"
654,musala di stasiun @mrtjakarta lebak bulus @grabid sempit banget.
655,@mrtjakarta ini pegawai mrt bisa dipastikan semuanya naik kendaraan umum ke kantor?
656,baru naik dari senayan eh tahu2 sdh sampai hi @mrtjakarta > keren
657,berharap suatu saat nanti halte @pt_transjakarta lebih nyaman seperti stasiun @mrtjakarta https://t.co/limd4da3cl
658,"@mrtjakarta tadi malam saya naik mrt dr lb bulus grab.  tercium aroma pesing di gerbongnya.  kirain hanya di trotoar yg nuju lampu merah ps. jumat aja yg bau. ada bbrp bagian trotoarnya itu yg gelap, tolong ditambahin lampu ya.."
659,"baru ngeh juga tiket mrt hanya bs dibeli pake cash. di ticket machine nya jg gada slot buat kartu (sayang sekaliii).

dan di stasiun lebak bulus nggak ada atm sama skali hiksu (ini standar stasiun ya?)

@mrtjakarta"
660,@mrtjakarta @dishubdki_jkt mohon bantuannya untuk pedestrian dari park&ride menuju lebak bulus grab mrt diperhatikan.. bau banget pak buu.. (bau toilet ??)
661,@mrtjakarta escalator naik stasiun benhil exit jalan sudirman tiba2 mati ???? banyak orang kaget pas udah ditengah2 escalator
662,"@mrtjakarta ada 2 lajur antrian di tiap sisi seperti di jepang. mungkin perlu dijelaskan cara antrinya, pasang gambar aja, biar nanti kalau penumpang mrt makin ramai antriannya terap tertib"
663,beruntung banget bisa punya fasilitas kayak mrt di jakarta. gak sabar rute tangsel selesai   (cc:@mrtjakarta)
664,"pagi @commuterline, masa ga ada improve-nya sih dgn keterlambatan commuter line?
coba dong contoh @mrtjakarta yg sdh ontime, apalagi yg rute ke bekasi, sudah double-double track loh dr jatibegara ke cakung, masa ga adjust waktu tempuhnya? apa ada yg slh dgn sistem/personalnya?"
665,"@commuterline ini masak tiap mo nasuk stasiun berhenti mulu sik min, lebih lama lg dr biasanya.. kok gak bener2 jg sih minn ?? andai @mrtjakarta deket rumah udh mending naik itu dahh"
666,kuturun cipete emang cuma buat pagi sore sih  terimakasih @mrtjakarta telah mempererat persaudaraanku dengan pagi sore. https://t.co/j0j3ilrcd4
667,ayo aku dukung @mrtjakarta untuk memperluas jangkauannya hingga wilayah-wilayah suburban. supaya pelayanan transportasi publik bisa lebih menghargai waktu dan tenaga kelas pekerja.
668,sudah dua hari berturut-turut naik mrt yang kinclong sampai ke kolong. salut @mrtjakarta . keep it up. https://t.co/yv4khpebwv
669,@mrtjakarta asiiik berarti pake kartu bca flazz yg biasa dipake utk busway udah bisa di pake utk mrt kan min?
670,gimana ni :( @mrtjakarta masa di luar negri bisa disini gabisa https://t.co/lfeb25w5wb
671,@mrtjakarta keterlaluan! yang bener bukan gak boleh minum tapi jangan buang sampah sembarangan! org kemarin byk hbs lari pd minum. security tai
672,"entah apa hidungku yg salah, kok kabin @mrtjakarta spt bau pesing ya? ??????"
673,"@mrtjakarta @flexura dan saya denger2 setiap kesalahan gaji mereka dipotong,
miris saya mah

apakah setiap mereka berbuat kebenaran gaji mereka akan dinaikin??
tolong jawab @mrtjakarta"
674,@mrtjakarta kenapa deee pengumuman dalam keretanya gede bangettt... pengumumannya udh kayak tereakin penumpang...
675,"udah seneng tadinya denger info kalo kartu @jeniusconnect paywave contactless card bisa dipake di mrt. taunya ga jadi seneng kalo itu di baru bisa dipake mrt sg.
jadi kapan ini @mrtjakarta bisa pake contactless paywave-nya visa ? sayang banget teknologinya"
676,"dear @mrtjakarta..... kereta pertama menuju hi..  di gerbong pertama...  tetep ye bau nya ngga enak.. 
aromanya ngga fresh gitu kenapa yee.... ???? https://t.co/vgkqmdwm6n"
677,alangkah nyaman nya kalo di stasiun mrt ada atm dari bank yg e-wallet nya bisa buat bayar tiket @mrtjakarta
678,"@dondiindrayana @mrtjakarta @dkijakarta atap pun tak ada, ntar musim hujan bakal repot"
679,@mrtjakarta @pt_transjakarta kalo turun di stasiun mrt fatmawati trus nyambung d31 ke cinere dengan harga 20ribu sepertinya kemahalan ya
680,"@maisa306 @mrtjakarta iya kaya bau pesing gitu, tiap pagi sama kereta sore ke malam juga bau kenapa ya admin?"
681,"@maisa306 @mrtjakarta sering kali memang baunya tidak segar, kayak bau basi.. mungkin kualitas air atau penggunaan berkali2 tanpa penggantian. baik buat lantai dan bagian lain"
682,@mrtjakarta @maisa306 saya pengguna reguler dihampir semua jadwal dan baunya selalu bau basi. jadi bukan sekali dua kali
683,"@umaridriss @mrtjakarta @pt_transjakarta @aniesbaswedan itu akibat cari toilet susah, sekali ada toilet susah parkirnya..."
684,"adakah pengguna @mrtjakarta yg lain yg merasa kalo bau di rangkaian mrt seperti bau pesing? ato cuma saya aja ya yg hidungnya terlalu sensitif? ntah kenapa saya merasa bau nya kurang sedap, ntah bau karbolnya, atau apa gitu saya kurang tau juga *menurut pendapat saya ya"
685,naik @mrtjakarta  moda transportasi modern keren deh pokok nya ???? https://t.co/ms9ws4pjdo
686,@mrtjakarta tolong disediakan atm dong di stasiun....susah bgt niy mau narik uang cash. ??
687,@mrtjakarta barusan di gerbong 4 ada bekas pipis nih..bau..tp y gt karna pas di lebak bulus g di cek up kebersihannya dulu jd ada orang yg g sengaja duduk dsitu akhirnya..pdhl aq dah bilangin awas basah..tolong dong dibersihin
688,@azgrul1 @mrtjakarta saya gtw itu tiap hari atau nggak.. makanya saya minta klarifikasi dari @mrtjakarta kalau memang sop nya seperti itu saya terima.. dan saya naik moda transportasi lain.. yang saya tekankan itu saya minta klarifikasi.. bukan cari kesalahan orang lain..
689,@mrtjakarta @bostanto saya juga merasakan hal yang sama mas kemarin ketika naik dari stasiun dukuh atas bni ke stasiun istora mandiri pun mrt dr arah sebaliknya. saya kira awalnya ada toilet di dalam rangkaian mrt. tapi mungkin aroma dari pengaharumnya kali ya
690,"@ferdinandhaean2 @dkijakarta naik angkutan umum yuk pak (bukan ojeg dan taxi online) terus jalan kaki nikmati panas, hujan dan polusi. asyik, rame dan seru naik angkot, @pt_transjakarta , @mrtjakarta , @commuterline segera menyusul ada @lrtjkt kurangi menggunakan kendaraan pribadi (mobil & motor)"
691,@upena @mrtjakarta semenjak ada dirimu. dunia terasa indahnya.
692,"@familymart_id @mrtjakarta hai mimin2, family mart mrt benhil acnya gak nyala nih. sumpek banget di dalem. mohon diperbaiki ya"
693,@mrtjakarta ontime pake banget naek mrt https://t.co/0sinf6orll #mrtjakarta #ubahjakarta
694,"@mrtjakarta ada baiknya himbauan tidak mengangkat /menelpon saat di dalam mrt dilakukan. pa nya saja sdh berisik, kalau ada 10 penumoang spt bapak yg direkaman  diatas, akan jadi polusi suara. sangat tidak nyaman. 
@mungky @dhanymarlen https://t.co/m1lztpueqg"
695,"@mrtjakarta ini gerbong mrt pertama untuk k1 1 18 36 kok seperti bau pesing ya? bisa dibantu untuk pengecekannya? saat ini memasuki istora mandiri, thx"
696,"@mrtjakarta sore ini di stasiun istora mandiri, ada kejadian yang sama (19:26) 
pengendara sepeda lipat minum air di peron tanpa rasa bersalah ... peraturan dibuat agar dilecehkan  :("
697,"@mrtjakarta @gojekindonesia @grabid ruwet begini hampir setiap hari di bawah st mrt fatmawati. apakah lahan mangkrak eks showroom sebelah bpjs-tk tidak bisa dibuka khusus untuk lokasi penjemputan taksol/ojol? penumpang jd tdk di p3an. di stasiun2 lain selalu ada ""jalur cerukan"" kec. fatmawati, pdhl ramai jemputan. https://t.co/ulos93clue"
698,"tiap hari rutin naik @mrtjakarta, pnasaran sama promo fore coffee idr 25.000 dg tunjukkan tiket single trip+struk pmbelian/isi ulang, promonya benar ada, dpt redeem gift voucher 25.000 di apps fore coffee ???mantul ??sering2 adain promo loyalty bgini biar makin rajin naik mrt ?? https://t.co/m09xpll70f"
699,@basya_13 @mrtjakarta @dkijakarta @pt_transjakarta @aniesbaswedan ini rute dari tempat parkir ke stasiun mrt lebak bulus. memang bau pesingnya parah sekali. mungki krn disitu tempat ngetem angkot juga. lebih baik sediakan toilet umum saja buat para sopir angkot itu.
700,"kondisi mrt sepi dan kosong, tidak ada yg berdiri maupun terganggu.
posisi helm saya gantungkan d depan saya. @mrtjakarta"
701,"@mrtjakarta cuma kepikiran aja sih, cuma ini kan di indonesia ya, alangkah baiknya kalau petunjuk arah atau signage nya dibuat ada yg bahasa indonesia jg. misal di lift. sbg bentuk kecintaan thd bahasa indonesia. cuma kepikiran aja kok tp."
702,@itdpindonesia @jktgoodguide @gowesbikeshari1 @mrtjakarta @b2windonesia @ndlahombike @fixietas @ecotransport_id sy sudah daftar dr hari kamis minggu lalu sampai skrg ga ada balasan email atau apapun. jadinya gmn ya acara ini??
703,@dondiindrayana @mrtjakarta @dkijakarta memang baunya sangat menyengat dan membuat sesak napas
704,"yaa rabb, enak bat ngerasain tugu tani ke lebak bulus < 1 jam  @pt_transjakarta @mrtjakarta"
705,@mrtjakarta ternyata penumpang minum di peron mrt lebak bulus gak apa2... aturan hanya untuk di langgar. penumpang tersebut tidak kena denda 500.000 rupiah
706,@detikcom @detikfinance aku suka naik angkutan umum. sayangnya karena tempatku skrg dipinggir jakarta jadi hrs ganti angkutan beberapa kali. yang paling ga nyaman ya naik angkot yg pengemudinya sering kali ugal2an dijalan. paling nyaman pakai @pt_transjakarta dan @mrtjakarta
707,"bodoh sih kalo komplein ttg bau pesing tapi yg dibersihkan hanya sampah fisik. pak @aniesbaswedan mohon sangat utk dibantu, masih daerah rumah bapak jg. baunya sdh sangat sangat menggangu pejalan kaki. sudah sejak 1 bln komplain!!  
@mrtjakarta @dkijakarta @dinaslhdki https://t.co/xlobi3vbsw"
708,"@mrtjakarta baru tadi nyobain mrt,ternyata indah juga..semangaaaat buat para petugasnya yaa..."
709,"@mrtjakarta akhirnya tadi pagi ga ambil tiket karena mesin parkir ga bs kebuka, petugas parkirpun gak ada di lokasi."
710,"@mrtjakarta terima kasih , hanya update sampai hari ini masih belum ada progress. sepanjang pedestrian dari park and ride sampai masuk ke lebakbulus grab aromanya sangat tidak nyaman. terimakasih"
711,"@tenpoies @mrtjakarta kalo rencana diperpanjang sampe bsd direalisasikan, makin mantap"
712,"...sekalian ditambah park n ridenya. satu lagi, card reader bisa dipercepat ga waktunya utk tap in/out? td nyoba pake flazz agak lama ya. 

itu aja point2 hasil review tadi. thanks @mrtjakarta ????"
713,"baru sempet nyoba mrt hari ini, overall mantep lah. sesuai ekspektasi sebuah ""metro/mass rapid"". tapi... ada bbrp minor yg perlu ditambah/diperbaiki @mrtjakarta"
714,"@talafp @mrtjakarta pas beli tiket juga di mbak2 loket dia mesin yg nge-write rfid kartunya lama, itu gue rasa algoritma mesinnya aja yg beribet deh, jadi gak efisien:( atau servernya yg kurang bagus jadi ngeproses datanya lama :("
715,gate in @mrtjakarta masih belum bagus ya. sudah tap in atau belum kadang tidak jelas.
716,"katanya millenials anak gaul jakarta. tp nunggu yg turun dulu pas naik mrt aja gak tau ????

*mon maap gak tahan buat nyiyir*"
717,"enaknya punya kantor dekat stasiun mrt, kamu bisa lari di gbk dengan akses yang cepat dan mudah. dari intiland tower jakarta, kamu tinggal naik mrt dari stasiun benhil yang berada persis di depan gedung, lalu turun di stasiun istora.
.
.
#intiland #livinghttps://t.co/bkegykraap"
718,naik mrt jam segi ini enak banget. dari fatmawati sampai halte asean bisa liat langit sore jakarta
719,intip keseruan para pemain gundala naik mrt jakarta https://t.co/prdvs0nq60
720,"ku kalo maen ke jakarta juga lebih sering naik transportasi umum.. lebih praktis! motor tinggal dititipin di stasiun.. pergi naik krl, ntar bisa sambung pake busway ato ngga mrt.. cepet, nyaman dan murah ???? https://t.co/geimcbywyw"
721,"nikmat nya naik mrt, lalu jalan 2km menuju tempat meeting..sehat bener ya...tuntaskan 10.000 langkah hari ini..??????

#jalansehat #jakarta #mrtjakarta  #indonesia???? #10000langkahsehari https://t.co/zrlbwtb57u"
722,anda2 warga selatan jakarta yg kelewatan mrt nda mau naik mrt aja ta? bagus2 begini sepi amaattt ??
723,"pertama kali naik mrt jakarta ???????
mau tau saja yang katanya orang orang, mrt jakarta itu keren banget kaya yang di jepang, singapore dll??
.
saya naik nya dari mrt bundaran hi station di https://t.co/46sqvhngnb"
724,"yuk mari dukung kurangi polusi jakarta dengan naik kendaraan umum. kendaraan umum juga nyaman, krl, mrt, lrt, brt."
725,tiap naik mrt selalu ada yang cakep hem apakah ini kualitas kota administratif jakarta selatan?
726,"@areajulid inget nder , jakarta udah makin polusi . ngadatenya naik mrt aja"
727,"sebenernya sih udah banyak banget jakartans yang pake public transportation, setiap naik mrt juga bukannya sepi rame-rame aja. krl sama tj pun sama, jadi kadang penasaran aja sebanyak apa sih orang yang tinggal di jakarta? sepadat itu ya, sampe jalanan masih aja penuh."
728,"wara-wiri naik mrt, pakai lyfewatch tapcash bni.. dari gelang sport itu, kita tinggal tap dan keliling jakarta
.
quickpose https://t.co/lnd7bn9jln"
729,"@unworthysatan @askmenfess halo, saya orang pinggiran jakarta (tangerang selatan) yg kerjanya di jakarta dan tiap hari naik transum di jakarta, so i wrote about what i know :)

karena saya tau bahwa transum di jakarta udah bagus (tj, krl, mrt) tp masih sangat banyak yg naik kendaraan pribadi."
730,"@askmenfess cari rute paling jauh dan paling asik buat ke museum museum di jakarta. misal ke museum nasional, naik kereta terus naik mrt terus naik busway. dari museum nasional, ke museum museum yg lain naik city bus tour"
731,"@ferdinandhaean2 naik sepeda atau becak aja bebas polusi udara jakarta!!
tanpa moto mobil kereta mrt krl pesawat buang ke laut"
732,"naik mrt jakarta aja belom pernah, ini udah naik mrt bangkok aja.."
733,"coba para pejabat yg ada di jakarta semuanya cobain naik transportasi umum, memberikan contoh sekaligus ngerasain kualitas transportasi umum di jkt kayak gimana. berangkat rapatnya naik tj, mrt, & krl. jgn naik mobil dinas & dikawal polisi, 6 bulan deh cobain"
734,-rl gengs. naik mrt jakarta pake kartu apa? kartu e-money biasa bisa ga sih? atau ada kartu khusus?
735,"@iqbaliibrahem @chandrayanuardy @yonasfw @musniumar tp di bekasi dari jaman pemerintahan sebelumnya udah ada transjakarta untuk ke jakarta kok, walau cuma 2 dari sumarecon dan harapan indah, sisanya ya klo mau ke jakarta naik krl...
doain aja proyek mrt di bekasi segera selesai walau cuma 1 stasiun"
736,"sehappy ituu akhirnya bs kembali nyetir di jakarta, terlebih ada tol yang hanya 1 km dr rumah. kalau pas lg tanggal ganjil, tinggal cus naik mrt yang juga terjangkau dr rumah. yays!"
737,@tohaaaaaaaaa ya tp bs jd sumber polusi dong? gabs dipungkirin kl mereka jg salah satu penyebab kemacetan. kenapa gamau? krn angkutan umum di jakarta msh kurang memadai dr segi fasilitas. kenapa pamer naik mrt? krn bangga sm jakarta udh bs maju kedepan :)
738,"sedangkan di jakarta cukup 'tap' kartu e-money.
mau transjakarta, mrt, krl, bahkan katanya bisa buat naik jaklingko(angkot)!"
739,@askfess yaudah sih tinggal naik mrt atau transjkt. gaada yg mesti dikagetin dan diheranin. demi kebaikan bersama kasian udara jakarta udh kotor bgt2an drpd kalian kena penyakit paru2
