,tweet
571,pengalaman langsung bandingkan tokyo belum_sebulan tokyo mrt jakarta pake kartu e toll utk jalan toll malang surabaya semoga kedepan terintegrasi
572,tolong keretanya ontime tertulis jadwal brkt pas jam stasiun android time berangkat on time tidak_terlambat berangkat sesuai jadwal
573,mrt jakarta enak lo adem
574,gw berdoa semoga menjangkau kawasan jakarta biar gausah pelayanan terburuknya mending sangaaaaat fasilitas terbaik
575,kali ciamis mumpung d jakarta nyaman bersih cepat tidak_kena macet ibukota stasiun lebak bulus grab berasa segerbong pagi sih
576,terukur warga berharap moda angkutan massal diperpanjang daerah dki jakarta
577,coba mrt ssyang mushola stasiun lebakbulus sempit pintu masuknya campur laki petempuan
578,pegawai ramah ramah murah senyum diajak ngobrol mrt nyambung office boy security pegawai ticketing
579,bersih nyaman aman semoga bagus fasilitasnya
580,mumpung jakarta beli nasi goreng mrt lebak bulus tengku umar
581,min jalur mrt pasar minggu min
582,hi min kartu flash berdua satunya beli tiket manual
583,tinggal skrang menetap bandung kondisi masyarakat kondisi cuaca enak bandung jujur fasilitas pelayanan pemerintah enak jakarta ku bandung belum_ada mrt comuter line
584,ngeh tiket mrt bs dibeli pake cash ticket machine nya jg gada slot kartu sayang sekaliii stasiun lebak bulus tidak_ada atm skali hiksu standar stasiun ya
585,jkt mohon bantuannya pedestrian park ride lebak bulus grab mrt diperhatikan bau banget buu bau toilet
586,escalator stasiun benhil exit jalan sudirman mati orang kaget pas udah ditengah escalator
587,prnh toilet toilet bekas nga disiram persis baunya nih jalur pejalan kaki samping depo
588,lajur antrian sisi jepang antrinya pasang gambar aja biar penumpang mrt ramai antriannya terap tertib
589,mrt lebak bulus disitu penitipan motor gk ya respon pls
590,ngerasa capek bolak mampang senen busway pindah mrt ongkosnya mahal berkali lipat jalannya muter krl mager desek an krlnya salut deh orang kerjanya pp jakarta bogor jakarta bekasi kuat bgt
591,enak ye kalo pulang kerja mrt
592,bagus nyaman murah bersih cepat twitter com bdl elzhex
593,gapernah bosen commuting bersih nyaman
594,bahagia bangga menggukan moda bersih lancar tidak_kalah dg subway new york washinton dc sekedar masukan baiknya petugas loket ramah oknum mas petugasnya trainee ketus ya maju pic twitter com ferik eaox
595,meeting daerah selatan jam macet tidak_khawatir lg berkat
596,pulang kantor mampir langsung pulang thanks to perjalanan pulang cepat plus dapet foto keren pake galaxy a
597,coba ojol jakarta menyumbang kemacetan sih anti onjol gregetan aja protes jakarta macet koar koar bangga leboh milih ojol jalan kaki bus krl mrt
598,trotoar pejalan kaki menahan nafas menit tau bau pipis menyengat ya pipisnya supir angkot bis coba sediain moving toilet lokasi lebakbulus cc transjakarta
599,dear kereta hi gerbong tetep ye bau nya tidak_enak aromanya tidak_fresh gitu yee
600,tolong support payment via visa paywave
601,mrt nyaman kenyamanan terganggu jalan menyusuri jalan parkiran lebak bulus grab stasiun mrt bau pesing menyengat jalan mohon atensi
602,bikin jakarta macet ego gengsi bawa mobil kena macet gue ngeluh anjir gini ya macetnya naek krl mrt gue bersyukur busyet cepet enak nyantai tergantung pilihan lu pakai transportasi
603,setuju argumen user kendaraan umu tj solusi anti macet mendahui mrt lrt sayangnya tidak_dimanfaatkan maksimal o masyarakat kesannya jakarta msg macet aja simply krn orgnya ignorant maunya serba pribadi
604,dungu cebong sampe tidak_bisa merasakan kemajuan tinggal got melulu si mrt busway free jalan protokol cantik liat bus sekolah free jakarta lbh manusiawi pedestrian aman ngapain belajar napi
605,kuliner enak sekitaran halte soto mie banjarsari mantap jam buka senin sabtu sampe habis sekiratan jam siang klo jam makan siang rame jumat
606,liburan kamis istri menikmati keindahan jakarta bersih indah rapih lenteng agung busway jurusan lebak bulus ui harga terjangkau orang lebak bulus mrt jurusan hi senang bangga
607,happy bawa sepeda lipat polusi jakarta berkurang
608,aga fasilitas tidak_membuang sampah sembarangan jaga kebersihan
609,lucu pake kartu jenius mrt singapore mrtjakarta belum_bisa
610,halooo park n ride stasiun lb bulus grab bau pesing yaaaaa
611,area jalan halte mrt busway baunya pesing bgt tolong monitor kek gtu transjakarta jkt
612,wc halte utk msk hrs bayar tap gate trans lintas org shgg koridor jd sasaran peturasan tidak_menyediakan wc lokasi parkir biar bs mrk beranjak halte bus mrt
613,efek petugas tidak_paham aturan gerbong wanita hi sampe lebak bulus penumpang aja edukasi petugas biar tidak_merugikan
614,transportasi udh lengkap murmer nyaman lgi coba
615,dear pagi rute dukuh lebak bulus kereta nomor bau pesing pipis krn bau karbol pembersihnya mohon difollow up ya kedepannya tidak_terjadi lg sy pengguna harian mrt btw semangat
616,musholla bbrp stasiun menampung orng
617,biar tidak_bosen gitu bund hi pakai mrt mulu haha halte transjakarta bundaran hi in jakarta pusat dki jakarta
618,suara mbak berubah sih
619,min gerbong khusus wanita sih skg laki diusir in
620,yabedalah mbak kugaktau bedanya belum_pernah mrt
621,twit donk butuh klarifikasi ne
622,min pembelian kartu multi single trip reimburse langsung cem krl gimana yak
623,iya mrt nya lucu
624,voice over mrt pagi beda alus gitu tidak_teges kaya tetep suka
625,kurangi antrean penumpang mrt jakarta mesin tiket otomatis
626,dear saran ditambah fasilitas atm halte atm taro pintu masuk isi emoney flazz tarik tunai beli kartu single trip nya krn pengalaman tidak_jd naikmrt krn buru lupa tarik tunai gabisa isi emoney
627,mrt tj perwujudan harga rupa tetep sih duanya oke jakarta patut optimis kemauan permasalahan seberat sistem transport ruwet selesai dinikmati orang kerja kerja kerja
628,mempersingkat tempuh pergi daerah jakarta selatan mempermudah pergi daerah kelapa gading transjakarta mempermudah akses penjuru jakarta
629,haloooo kakak perkenalkan akun resmi warga jakarta peduli mrt jakarta info dr teman pengguna kondii kegiatan update mengunakan mrt bs info yah terima kasih
630,akun resmi warga jakarta peduli mrt jakarta
631,sketsai pojokan daerah priority seat gerbong tidak_ada priority seatnya pesing pojokan sejenis chemical dipakai gerbong
632,sketsai cleaning solution right petugas bau pesing bau cleaning solution dipakai
633,hi min td sy mrt sta dukuh blok m beli tiket loket kena tarif rb bikin sy bingung pulangnya blok m dukuh sy kena tarif rb beda yak emang tarif dg jarak bs beda gt mhn penjelasannya tkiuu
634,hmmm kadang mrt suka bau pesing aneh gitu ya aroma
635,transjakarta jkt kencing halte tirtayasa mengenaskan kondisi toiletnya dear transjakarta belajar and also ganti lirik transportasi kelas dunia jinggle doesn t look good on ya
636,appreciation tweet for satpamnya menegur minum air mineral kereta this means he really does his job goodlyyy wooow
637,gw jg udah x pas ngetap error disuruh ngetap lg saldo kesedot double saksi
638,p gimana tidak_kzl ya uang aing rebu baliknya
639,transjakarta kalo emang pengen orang beralih transportasi serius frekuensinya diperbanyak operasinya diperpanjang gini
640,keren banget animasinya menggemaskan menarik perhatian banget padat informasi salut tim penyusun video
641,transjakarta mantap blok m kemana saran aja min tolong diadakan feeder st bundaran hi langsung st gambir st senen tidak_perlu repot transit halte monas menyusahkan membawa barang transit
642,konfirmasi aja larangan foto foto pribadi komersial stasiun mrt ditegur security
643,kali min bikin tiket bulanan tahunan harga terjangkau biar hemat
644,masinis nya mrt pagi mba mba cantik keren
645,mantab mudah mudahan jalur mrt jakarta
646,pagi min oo iya min napa stasiun mrt senayan tidak_ada eskalator nya tidak_di arah kemendikbud tq min
647,biarpun sdh tertera peraturan nya tp msh melanggar terkadang security jg tidak_mau teguran takut penumpang tersinggung mrt the best deh pokoknya
648,lihat dr blueprint mrt jalur bangun knapa tidak_ada kawasan wisata spt ragunan tmii ragunan padat banget kl liburan macet mrt
649,terima kasih utk petugas kebersihan nyapa selamat malam lg sibuk ngelap mesin tap hilang sdh capek lembur
650,kecewa jalan stasiun lebak bulus parkiran park ride bau pesing didiemin aja
651,mrt phase lrt selesainya ya kl pembangunan public transportationnya cepat selesai interconnected dgn warga jkt jg tidak_tllu mengandalkan kendaraan bermotor min
652,ya allah musholla senayan yak
653,mohon izin ngasih masukan perhatikan stasiun istora masuknya polda standar pengecekan securitynya berubah ubah kadang jaga kadang tidak_kadang dipindai kadang tidak_apa tidak_sebaiknya dibikin standar ya sop nya
654,musala stasiun lebak bulus sempit banget
655,pegawai mrt kendaraan kantor
656,senayan eh sdh hi keren
657,berharap halte transjakarta nyaman stasiun
658,malam mrt dr lb bulus grab tercium aroma pesing gerbongnya kirain trotoar nuju lampu merah ps jumat aja bau bbrp trotoarnya gelap tolong ditambahin lampu ya
659,ngeh tiket mrt bs dibeli pake cash ticket machine nya jg gada slot kartu sayang sekaliii stasiun lebak bulus tidak_ada atm skali hiksu standar stasiun ya
660,jkt mohon bantuannya pedestrian park ride lebak bulus grab mrt diperhatikan bau banget buu bau toilet
661,escalator stasiun benhil exit jalan sudirman mati orang kaget pas udah ditengah escalator
662,lajur antrian sisi jepang antrinya pasang gambar aja biar penumpang mrt ramai antriannya terap tertib
663,beruntung banget fasilitas kayak mrt jakarta tidak_sabar rute tangsel selesai cc
664,pagi tidak_ada improve nya sih dgn keterlambatan commuter line coba contoh sdh ontime rute bekasi double double track loh dr jatibegara cakung tidak_adjust tempuhnya slh dgn sistem personalnya
665,masak mo nasuk stasiun berhenti mulu sik min lg dr tidak_bener jg sih minn andai deket rumah udh mending dahh
666,kuturun cipete emang pagi sore sih terimakasih mempererat persaudaraanku pagi sore
667,ayo dukung memperluas jangkauannya wilayah wilayah suburban pelayanan transportasi publik menghargai tenaga kelas pekerja
668,mrt kinclong kolong salut keep it up
669,asiiik pake kartu bca flazz dipake utk busway udah pake utk mrt min
670,gimana ni negri gabisa
671,bener tidak_boleh minum buang sampah sembarangan org kemarin byk hbs lari pd minum security tai
672,hidungku salah kabin spt bau pesing ya
673,denger kesalahan gaji dipotong miris mah berbuat kebenaran gaji dinaikin tolong
674,deee pengumuman keretanya gede bangettt pengumumannya udh kayak tereakin penumpang
675,udah seneng denger info kalo kartu paywave contactless card dipake mrt taunya tidak_jadi seneng kalo dipake mrt sg pake contactless paywave nya visa sayang banget teknologinya
676,dear kereta hi gerbong tetep ye bau nya tidak_enak aromanya tidak_fresh gitu yee
677,alangkah nyaman nya kalo stasiun mrt atm bank e wallet nya bayar tiket
678,atap ntar musim hujan repot
679,transjakarta kalo turun stasiun mrt fatmawati trus nyambung d cinere harga ribu kemahalan ya
680,iya kaya bau pesing gitu pagi kereta sore malam bau ya admin
681,kali baunya tidak_segar kayak bau basi kualitas air penggunaan berkali penggantian lantai
682,pengguna reguler dihampir jadwal baunya bau basi kali
683,transjakarta akibat cari toilet susah toilet susah parkirnya
684,adakah pengguna kalo bau rangkaian mrt bau pesing ato aja ya hidungnya sensitif ntah bau nya sedap ntah bau karbolnya gitu tau pendapat ya
685,moda transportasi modern keren deh pokok nya
686,tolong disediakan atm stasiun susah bgt niy narik uang cash
687,barusan gerbong bekas pipis nih bau tp y gt karna pas lebak bulus g cek up kebersihannya jd orang g sengaja duduk dsitu pdhl aq dah bilangin awas basah tolong dibersihin
688,gtw tidak_makanya klarifikasi sop nya terima moda transportasi tekankan klarifikasi cari kesalahan orang
689,merasakan mas kemarin stasiun dukuh bni stasiun istora mandiri mrt dr arah toilet rangkaian mrt aroma pengaharumnya kali ya
690,angkutan yuk ojeg taxi online jalan kaki nikmati panas hujan polusi asyik rame seru angkot transjakarta menyusul kurangi kendaraan pribadi mobil motor
691,semenjak dirimu dunia indahnya
692,id hai mimin family mart mrt benhil acnya tidak_nyala nih sumpek banget dalem mohon diperbaiki ya
693,ontime pake banget naek mrt
694,baiknya himbauan tidak_mengangkat menelpon mrt pa nya sdh berisik penumoang spt direkaman diatas polusi suara tidak_nyaman
695,gerbong mrt k bau pesing ya dibantu pengecekannya memasuki istora mandiri thx
696,sore stasiun istora mandiri kejadian pengendara sepeda lipat minum air peron bersalah peraturan dilecehkan
697,ruwet st mrt fatmawati lahan mangkrak eks showroom sebelah bpjs tk tidak_bisa dibuka khusus lokasi penjemputan taksol ojol penumpang jd tidak_di p an stasiun jalur cerukan kec fatmawati pdhl ramai jemputan
698,rutin pnasaran promo fore coffee idr dg tunjukkan tiket single trip struk pmbelian isi ulang promonya dpt redeem gift voucher apps fore coffee mantul adain promo loyalty bgini biar rajin mrt
699,transjakarta rute parkir stasiun mrt lebak bulus bau pesingnya parah mungki krn disitu ngetem angkot sediakan toilet sopir angkot
700,kondisi mrt sepi kosong tidak_ada berdiri terganggu posisi helm gantungkan d
701,kepikiran aja sih indonesia ya alangkah baiknya petunjuk arah signage nya bahasa indonesia jg lift sbg bentuk kecintaan thd bahasa indonesia kepikiran aja tp
702,id sy daftar dr kamis minggu skrg tidak_ada balasan email apapun gmn ya acara
703,baunya menyengat sesak napas
704,yaa rabb enak bat ngerasain tugu tani lebak bulus jam transjakarta
705,penumpang minum peron mrt lebak bulus tidak_apa aturan langgar penumpang tidak_kena denda rupiah
706,suka angkutan sayangnya tempatku skrg dipinggir jakarta hrs ganti angkutan kali tidak_nyaman ya angkot pengemudinya kali ugal an dijalan nyaman pakai transjakarta
707,bodoh sih kalo komplein ttg bau pesing dibersihkan sampah fisik mohon utk dibantu daerah rumah jg baunya sdh menggangu pejalan kaki bln komplain
708,nyobain mrt indah semangaaaat petugasnya yaa
709,pagi tidak_ambil tiket mesin parkir tidak_bs kebuka petugas parkirpun tidak_ada lokasi
710,terima kasih update belum_ada progress pedestrian park and ride masuk lebakbulus grab aromanya tidak_nyaman terimakasih
711,kalo rencana diperpanjang sampe bsd direalisasikan mantap
712,ditambah park n ridenya card reader dipercepat tidak_waktunya utk tap in out td nyoba pake flazz ya aja point hasil review thanks
713,sempet nyoba mrt overall mantep sesuai ekspektasi metro mass rapid bbrp minor ditambah diperbaiki
714,pas beli tiket mbak loket mesin nge write rfid kartunya gue algoritma mesinnya aja beribet deh tidak_efisien servernya bagus ngeproses datanya
715,gate in belum_bagus ya tap in belum_kadang tidak_jelas
716,millenials anak gaul jakarta tp nunggu turun pas mrt aja tidak_tau mon maap tidak_tahan nyiyir
717,enaknya kantor stasiun mrt lari gbk akses cepat mudah intiland tower jakarta tinggal mrt stasiun benhil persis gedung turun stasiun istora
718,mrt jam segi enak banget fatmawati halte asean liat langit sore jakarta
719,intip keseruan pemain gundala mrt jakarta
720,ku kalo maen jakarta transportasi praktis motor tinggal dititipin stasiun pergi krl ntar sambung pake busway ato tidak_mrt cepet nyaman murah
721,nikmat nya mrt jalan km meeting sehat bener ya tuntaskan langkah
722,warga selatan jakarta kelewatan mrt nda mrt aja ta bagus sepi amaattt
723,kali mrt jakarta tau orang orang mrt jakarta keren banget kaya jepang singapore dll nya mrt bundaran hi station
724,yuk mari dukung kurangi polusi jakarta kendaraan kendaraan nyaman krl mrt lrt brt
725,mrt cakep hem kualitas kota administratif jakarta selatan
726,inget nder jakarta udah polusi ngadatenya mrt aja
727,sebenernya sih udah banget jakartans pake public transportation mrt sepi rame rame aja krl tj kadang penasaran aja sih orang tinggal jakarta sepadat ya sampe jalanan aja penuh
728,wara wiri mrt pakai lyfewatch tapcash bni gelang sport tinggal tap keliling jakarta quickpose
729,halo orang pinggiran jakarta tangerang selatan kerjanya jakarta transum jakarta so i wrote about what i know tau transum jakarta udah bagus tj krl mrt tp kendaraan pribadi
730,cari rute asik museum museum jakarta museum nasional kereta mrt busway museum nasional museum museum city bus tour
731,sepeda becak aja bebas polusi udara jakarta moto mobil kereta mrt krl pesawat buang laut
732,mrt jakarta aja belom udah mrt bangkok aja
733,coba pejabat jakarta cobain transportasi contoh ngerasain kualitas transportasi jkt kayak gimana berangkat rapatnya tj mrt krl jgn mobil dinas dikawal polisi deh cobain
734,rl gengs mrt jakarta pake kartu kartu e money tidak_sih kartu khusus
735,tp bekasi jaman pemerintahan udah transjakarta jakarta sumarecon harapan indah sisanya ya klo jakarta krl doain aja proyek mrt bekasi selesai stasiun
736,sehappy ituu bs nyetir jakarta tol km dr rumah pas lg tanggal ganjil tinggal cus mrt terjangkau dr rumah yays
737,ya tp bs jd sumber polusi gabs dipungkirin kl jg salah penyebab kemacetan gamau krn angkutan jakarta msh memadai dr segi fasilitas pamer mrt krn bangga sm jakarta udh bs maju kedepan
738,jakarta tap kartu e money transjakarta mrt krl jaklingko angkot
739,yaudah sih tinggal mrt transjkt gaada mesti dikagetin diheranin kebaikan kasian udara jakarta udh kotor bgt an drpd kena penyakit paru
740,kepikiran kerja diluar kota jakarta pulang pergi ngantor mrt krl takut mulainya langkah resign dikantor udah thn ngasih nafkah
741,jakarta eh tepatnya indonesia deh yaa majuin transportasi kmrn jalan singapore pake kendaraan bis mrt nyaman loh jalan km aja gua jabanin bekaseh gua alfamart aja motor
742,jakarta gw sih setuju banget kalo transportasi mrt busway tertib bang wilayah dki jakarta ya semoga lrt cepat biar the jak wilayah dki jakarta nikmatin
743,tidak_seberapa bgt capeknya perintilan beli tiket turun tangga mrt busway dibandingin macetnya jakarta
744,khusus gua kuliah provinsi jakarta banten akses kampus nyaman motor kalo mrt rutenya kudu kereta arah sudirman nyambung mrt arah lebak bulus nyambung angkot ojol jurusan ciputat
745,mrt jakarta mimpi jogja solo mrt
746,enak nih sepeda keliling jakarta meng integrasikan public transport sepeda pt transjakarta krl mrt lrt
747,coba mengurangi polusi jakarta artes artes mobilnya tidak_usah suting mrt tj bisaaaa
748,ya emang sih gue kalo kantor motor cuman aja stasiun kantor aja jaraknya rumah kantor sebisa gue kalo arah jakarta pake transjak mrt ngeluh ngeluh aja kemana males
749,tidak_si abis an jalan sm gitu keliling jakarta mrt bosen rmh aaaa
750,jakarta berasa nyonya tidak_enak bet dah kemana dianter sopir gk krl mrt ojol gk kebacut
751,mencoba mrt jakarta
752,asap asep asap asep koentjinya kesejahteraan daerah tidak_merata perbandingan gaji jakarta daerah anjlok bgt udahan yuk mobilnya kantor kalo doang mah public transport udah pilihan krl mrt busway ojol koook
753,wkwkwk iyaa dipanggil elder orangnya ramah udah jakarta mrt turun gitu gerejanya sebelah smaku wkwkwk
754,rmm dirut tj mrt naek angkutan tj naek mrt jakarta satunya naek kci mrt
755,yuk mrt jakarta jngn lupa simpan single trip ticket struk pembelian tiketmu trn stasiun cipete raya mampir outlet nasi jeruk tanggal tua dapatkan gratis kopi detik pembelian menu njtt periode promo agustus
756,mrt jakarta belum_pernah
757,mrt jam segini ngeliat muka penumpangnya capek hft jakarta sekeras yaah
758,biar kekinian kayak anak anak jakarta bodjo gakmau ketinggalan nyobaik mrt jakarta nih kali seru banget karna nyanyi nyanyi wohooo nonton selengkapnya
759,pgen mrt tpi jakarta timur tidak_ad mrt huhuhu trpaksa grap dri halim balai sarbini
760,udara dki jakarta buruk jk beralih transportasi brt bahan bakarnya diesel biodiesel brt nyebarin polusi udara keliling jakarta jam non stop mrt rute kendaraan pribadi commuter
761,tidak_kantorku khan jakarta timur tidak_dilewati mrt lrt deket stasiun pasar minggu udah nyobain sepi pilihan alternatif biayanya mahal p busway blok m mrt
762,ngelihat jakarta gini bgt grey sky nya jd inget a beautiful jogja sky and its merapi during my years before skrg kalo arah area ber mrt langsung maunya mrt instead of car
763,kl jakarta jalan jalan jalan protokol dr sarinah hi trys mrt senayan jalan jalan deh sanaehehe
764,kali busway mrt goride jakarta mamah anakmu bangga
765,kalo bego jangn dipiara cong bikin msikin aja mending piara sapi or kambing duit cong lebaran haji harga cong piknik jakarta mrt lo mesti belum_pernah mrt ckfkxkxk
766,tidak_ada ajak jakarta ya ku mrt
767,yah warga jakarta bejibun kendaraan pribadi msh byk bgt asli deh daerah selatan msh macet udah mrt ama transjakarta busway
768,banyaknya orang mrt jakarta pas hut jakarta bayangin aja segitu orang berkontribusi moda transportasi jakarta lengang mantap
769,wisatawan aja mrt lrt jakarta city tour jakarta nikmatin nuansa kota tua bareng tercinta tersayang
770,abis muterin jakarta turun mrt sampe dibilang bau matahari y thx
771,wisatawan aja mrt lrt jakarta city tour jakarta nikmatin nuansa kota tua bareng tercinta tersayang
772,depok jakarta motor bensin ron rb minimal pp kombinasi ojol krl mrt rb pp tempuh perjalanan x lipat cape motor ngomongin ekonomis hehe
773,pengen ngablu keliling jakarta eeh lupa bawa flash susyah kudu ngantri mrt
774,polusinya aja jakarta ayolah apda mrt tidak_busway tidak_transportasi naikiin gojek ojek pengkolan gausa bawa mobil motor laa kasian anak anak kasian asma gangguan
775,penduduk jakarta tidak_gengsi kendaraan pemerintah intensif mengembangkan tj krl mrt lrt dsb polusi ditekan
776,anak jakarta lgi hemat life pesawat grab ribu sejam nyampe ribu ka bandara ribu mrt ribu grab senayan kos ditempuh jam
777,eskalator mrt jakarta disetel vs turun sesuai jam ngantor dg asumsi selatan tujuan massa jam pulang kantor hamba kudu meniti anak tangga alon alon kelakon wae krn eskalator st layang cipete disetel turun
778,afdol kalo kota tidak_naik mrt bundaran hi merasakan macetnya jakarta bundaran hi jakarta
779,norak bgt mrt thanks teman ku billah elita mewujudkan mimpi mrt maaf ku telat menikamti fasilitas jakarta
780,kemarin seharian keliling jakarta transportasi krl mrt diselipkan ojek online tengahnya bepergian diprediksi ketimbang membawa mobil
781,rindu mengelilingi jakarta depok bogor kereta mrt busway hoho berasa dipedalaman
782,cita cita mrt jakarta
783,era anies mmg integrasi moda angkutan sgt tinggal bintaro bsd dijemput royal trans mrt jakarta pusat
784,jalan adek sepupu mrt trans jakarta gitu stasiun jakarta kota w
785,ayo main jakarta ntar mrt sampe mabok
786,saia th tinggal jakarta belom mrt
787,teka teki teka teko penumpang usia mrt trans jakarta commuter line duduk tertidur a abis siskamling b abis lembur c baby begadang mulu d ngarab sugab e silahkan isi trims
788,bm jakarta mrt
789,mrt negara orang pede aja giliran mrt jakarta kali canggung
790,peta rute mrt jakarta pembangunan mrt jakarta ditargetkan mencapai km km jalur tanah km jalur layang tidak_sabar pengen nyobain keliling jakarta mrt
791,jasa sewa pacarnya bu diajak muter jakarta tj mrt angkot bajaj sesuka aja kencan model kek bu order
792,cerita jakarta timur gojek jakarta pusat karna belom tau rutenya wkwkwk berhenti stasiun mrt bundaran hi disebrangnya halte busway transjakarta tepatnya disebelah utara bundaran hi
793,gue tinggal jakarta tidak_pernah mrt
794,weekend liburan jalan jalan mrt bingung kemana rekomendasi wisata jakarta jangkau mrt
795,udah ky ln nih jakarta ngantor mrt dr stasiun jalan kaki mantaap
796,nonton youtube jalan jalan negeri kemanapun mudah transportasi publik
797,ya sok cepet beresin skripsinya main jakarta ajak mrt haha
798,sungguh salut kerja jabodetabek tp pulang perginya angkutan re krl busway mrt rumahnya ujung dunia bekasi kerjanya belahan barat jakarta ya pokoknya ujung ujung super
799,mikir jakarta belom mrt duh tidak_gaul
800,penumpang mrt jakarta pasca beroperasi
801,krl jurusan jakarta kota turun st manggarai trus transit kereta arah sudirman angke duri jatinegara trus turun st sudirman jalan kaki dikit trus mrt dukuh jurusan lebak bulus grab trus turun blok m
802,iya kannn aduh macetnya ampun an deh jakarta alhamdulillah mrt hehe
803,a lot more people taking mrt for going to kondangan looks promising jakarta
804,ambu an jakarta mrt
805,batik nusantara bawa misi perdamaian dunia bertempat stasiun mrt bundaran hi jakarta kamis agustus presiden ri joko widodo kalinya menorehankan
806,kawasan kota tua salah objek wisata favorit jakarta gampang banget memanfaatkan layanan krl commuter line transjakarta mrt turun bundaran hi pakai transjakarta happy
807,ya udah tidak_naik transportasi umu jakarta armada pengangkutnya tj mrt krl masi mbleber sih belom naek
808,beresin kemacetan jakarta mudah koordinasi gubernurnya tidak_seperti gubernur dicamkan jokowi memutuskan pembangunan mrt jd gubernur solusi nyata mengurangi kemacetan gmn dgn wan abud nol
809,teman ketahui
810,abi mrt jakarta sejarah digagas diselesaikan era anies btw ahoknya dmn ya
811,iya tp concerns publik jakarta sbnrnya peminat krl bgt peran pemerintah nyediain transport public pemerintah jg menjamin keamanannya bus menjamin tp murah mrt tarif tidak_mendukung
812,ni drdl gaberimpian jkt krn dr br rmh tante udh macet lingkungan tidak_sehat tp ak drdlu berimpian kesana kemari commuter kereta jalan kek jepang dn negri jakarta indo fasilitas transportnya sesuai krl mrt
813,sabtu sore gini jakarta enaknya ngapain ya a jalan kuliner mall b gunung bogor c keliling jakarta pake mrt
814,pft gini aja kagak nyambung goa gw kemana kalo jakarta kalo tidak_krl transjakarta mrt udah enak banget kemana pake kalo males jalan halte stasiun ojek dl
815,bikin kereta cepat jakarta bandung biar cepat jakarta pas ibukotanya udah pindah investasi lrt mrt jalan tol layang puluhan modal ibukotanya sepi dodol
816,membangun mrt jakarta dgn botabek jg
817,radar bogor jakarta diguncang gempa mrt berhenti normal jakarta radar b
818,jakarta diguncang gempa mrt berhenti normal
819,jakarta pindah ya lu iya bang knpa lu macet menikmati orang asing ya mrt bangun
820,pasca gempa banten mrt cek infrastruktur jalur tanah pt mrt jakarta melak
821,gempa jumat malam hentikan layanan mrt jakarta
822,semalem nitip review gue clay hotel jakarta deket st sudirman mrt sudirman jd gampang ya kejangkau kendaraan ink hoteknya dr parkirannya sempit
823,jakarta transportasi publik trans jkt mrt krl stop nyebat stadion kurangi penggunaan plastik straw botol plastik bawa wadah minum rumah masuk stadion biar tidak_nuangin aer plastik pas otw stadion gausah maenan rf smoke bomb
824,trafi mbak udah kerjasama transjakarta tau lokasi bus krl mrt jaklingko angkot jakarta tangerang bekasi bogor bus app nya membantu
825,sampe kena tsunami deh jakarta blom naek mrt comedymarkette
826,operasional dihentikan smtra gegara gempa stasiun mrt blok m in jakarta selatan dki jakarta
827,mrt btw lu jakarta san
828,jakarta gempa stasiun mrt cipete raya goyang kirain efek keretanya gempa
829,setuju kapasitas angkutan monggo cek krl bogor jakarta lrt bekasi belum_siap kalo mrt terbatas lokasi takutnya back fire khawatir tidak_efektif pesimis coba realistis
830,ya gimana angkutan ya belum_ada kemajuan signifikan transjakarta mrt krl desek desekan banget jam pulang kantor masuk daerah daerah pelosok jakarta kacau bet angkotnya
831,jakarta kalo naek krl tj okelah murah kalo mrt orang mikir mending naek kendaraan pribadi nder
832,tidak_ada bukti premanisme selesai jaman jokowi klaim lrt mrt jakarta jakarta macet banjir kemiskinan halu bayangan dicekoki media massa partisan
833,public transportations sekomplet jakarta ojek taksi daring tj mrt bawa mobil merepotkan yet why people untel untelan jalanan krn pd ribut bawa mobil dhewe
834,kota sibuk jakarta mrt wajib pembangunannya aja dah salah rumah sederhana letaknya pinggir kerjanya jd ya mobil laku aja
835,orang orang dah tidak_pake kendaraan pribadi gue tidak_yakin tj angkot kereta komuter mrt lrt bus menjangkau daerah jakarta kalo orang disuruh jalan kaki pemberhentian transportasi trotoar kaga jakarta begimana
836,jakarta enak dipake b w transportasi publiknya bener minim polusi jalanan relatif datar krl mrt dipake tujuan sisanya gowes kilo ttd cah pesepeda anyaran
837,pilih warga jakarta biar pemimpin buruk peninggalan gubernur nama mrt lrt lingkar semanggi
838,saking stabilnya mrt jakarta pasang maskara lho emang tidak_ada larangan make up an mrt
839,he he he menyalahkan bang anies klu tingkat polusi jakarta meningkat ttp krn pembangunan infra struktur mrt memangkas menebang pohon penghijauan filter polusi wilayah jabodetabek pikir ye bong
840,jakarta nyaman gue tidak_akan bawa mobil fixxx kalo mrt nyampe bekasi udh beuhhh
841,besok jakarta short escape wkwkwk jakarta mrt lrt let me know
842,jakarta taruna i d iv manajemen keselamatan transportasi jalan angkatan vii melaksanakan kegiatan kunjungan mrt ppli pt elnusa petrofin kegiatan bertujuan taruna i
843,bangun jakarta taun om beritanya program strategis kayak mrt lrt kereta cepat bandung jakarta dsb dsb ibukota pindah kebayar utangnya
844,cashless in jakarta be lyke bayar transjak mrt pake flazz bayar gojek pake gopay ngopi pake debit tidak_ada minimal jajan bakso emperan blok m pake gopay dpt cashback
845,jakarta gede knp w mesti ketemu mantan d mrt siiii
846,jakarta tetep macet ya busway banget mrt udah kereta kayak tidak_ada bedanya gitu macetnyaaa
847,mengandalkan mrt jakarta sarana transportasi simak plus minusnya ulasan
