,tweet
430,o i a talk about my last visit to jakarta random aja kmrn wkt abis dr pi papasan face to face gt sm s v a az z h gt di escalator menuju mrt she looked so keren irl hhu pgn bgt pdhl tanya dia tolong ajarin w hijaban ky gt donk tp krn w bukan sasaeng jd w diem aja 
431,di kedua medsos mrt jakarta sama sekali tidak_ada postingan tentang peristiwa menghebohkan kemarin paling jawabannya maaf kak kami netral yaelah itu udah paling netral kali peristiwanya 
432,mrt jakarta menyebut lahan park and ride yang kini dioperasikan masih bersifat sementara dan sedang disiapkan untuk fasilitas permanen 
433, serasa spt di ln kt pa prabowo bersama pa jokowi sebelumnya btp pun bilang mrt jakarta lebih bagus dari ln 
434,pak btw btw bwt berkat mrt kini kalau ada teman datang dari luar jakarta sudah tidak_pusing lagi mau ajak kemana tinggal ajakin naik mrt hehe 
435,waaa akhirnya naik mrt jakarta bagus bgt kaco tidak_nyangka indonesia bisa punya beginian 
436,naik pakai e money dari lebih mudah sekarang 
437,dapet kembalian nya dolar semuaaa untung sukaaa naik 
438,lope banget kantor di jakarta kota ujung mau naik tije dan krl masih kosong transit nya gampang sejalur lg sama mrt ah lope
439,naik angkutan umum di jakarta so cozy tidak_mau turun lagi kalau udah di dalem krl mrt busway transjakarta 
440,jadi tadi naik mrt trus turun di senayan fyi jarang banget bisa jalan di trotoar jakarta dan noraknya gue bagus banget jakarta ternyata kalo rapih begini mrtnya juga keren banget geng sampe pengen naik lagi semoga sampe seterusnya mrt bisa rapih dan sebagus ini
441,dear tolong dong buat stasiun istora mandiri exit bei disediain eskalator segera kasian liat orang tua pada capek naik tangga trimakasii
442, lift prioritas di sta istora ini sdh mati beberapa hari apakah tidak_ada tindakan perbaikan kasian bumil disuruh naik tangga 
443, saya klo naik mrt dari lebak bulus motor saya kudu taro di alfamart depan tangga saran saya buatlah kantong parkir yang dekat jaraknya dan layak klo hujan naik ke mrt tidak_kuyup kenapa tidak_pasang atap sepanjang jalan poins square menuju mrt yaa 
444,ga nyaman skr naik security trutama pd rese udh ada metal detector ngapain pake priksa tas bikin keamanan bukan gitu caranya
445,tarif mah tidak_masalah kalau liat kualitas tapi tidak_ada park n ride di setiap stasiun kalau naik transportasi umum lain ke stasiun waktu jadi lebih lama mudah mudahan akan tersedia park n ride minimal untuk motor di tiap stasiun
446,kemarin naik mrt dari istora ke blok m lanjut naik busway turun lppi kemang gitu aja aku terharu loh jakarta udah mudah aksesnya
447,tadi pagi saya naik penumpangnya mulai berkurang saran saya banyak kerjasama dengan transjakarta agar ada diskon atau paket khusus dengan mrt sehingga menekan biaya transport
448,masih jaman naik motor gunain dong transportasi umum bersih santay anjay mantay terimakasih mrt
449,kenapa ya beberapa kali naik bauknya pesing 
450,min lapor pagi ini halte mandiri istora exit bej lift mati dan tidak_ada eskalator ada ibu yg terpaksa naik tangga karena jauh lagi kalo berputar lewat exit pmj dan sampai atas sangat terengah mohon perhatian fasilitasnya 
451,jakarta bisa berubah kok dengan kita masyarakatnya jg berubah gue lihat sh sepanjang naik mrt gk ada yg aneh kayak naik krl atau tj ya dan mnrt gue jakarta yg lebih ramah bagi pengguna angkutan umum itu akan terwujud pasti 
452,iyaaa wkwk travelingnya naik mrt jakarta biar rasa singapore gituu wkwk
453,serunya naik mrt jakarta dengan lokasi strategis daerah perkantoran saya bisa sekalian cuci mata 
454,hari ini ke klien nyobain naik mrt lebih cepat hemat dan lebih sedikit panas panasan 
455,haha sorry gue rada kampung baru pertama naik mrt dan cuman kata amajiiinnnggg jujur bangga bgt sih 
456,lrt dan mrt merupakan salah satu transportasi kebanggaan masyrakat jakarta
457,bagi kami masyrakat jakarta lrt dan mrt adalah mahakarya
458,terwujudnya light rail transit lrt dan mass rapid transit mrt di jakarta sangat ditunggu oleh masyarakat 
459,akhirnya pagi tadi mencoba blok m lebak bulus lebak bulus senayan sangat bersih dan nyaman fasilitas juga lengkap 
460,dear mohon ibu yg duduknya santai banget ini ditegur dong ada petugas gtu yg patroli ini bkn jam sibuk petugas bisa keliling spt commuterline 
461,situasi stasiun bund hi kemarin sore kesan nyaman dan aman terasa banget 
462,nyamannya mrt jakarta
463,akhirnya berkesempatan untuk nyobain peradaban barunya jakarta alias mrt bersih nyaman dan cepat semoga rutenya bisa diekspansi ke berbagai penjuru jakarta sehingga semua masyarakat bisa punya akses yang setara untuk menikmati moda transportasi yang keren ini 
464,yang bikin loketnya tidak_efisien banget itu adalah kartunya diisi manual satu per satu sama petugasnya harusnya mereka bisa pake mesin kayak punyanya yang otomatis muntahin kartu dengan cepat jadi petugas tidak_perlu repot repot tap kartu satu di reader
465, di stasiun mrt dukuh atas kondisi bersih dan nyaman hanya masih kurang adanya tempat sampah 
466,sama ketika naik mrt di singapura sore ini coba naik mrt di jakarta nyaman aman dan tepat waktu
467,baru pulang ke jakarta liat mrt sama tiang mrt yang belom jadi kepikiran kalo proyek itu uangnya ngutang ngutang kok bangga
468,stasiun bundaran hi penuh sekali dan juga haus minum air putih aja sudah berasa di surga wkwkwk 
469,antrian panjang untuk membeli tiket petugas tidak_ramah stasiun bundaran hi 
470,udah lama di ibu kota tapi baru nyobain mrt terima kasih gubernur dan mantan mantan gubernur dki jakarta keretanya dingiiiiinnnn
471,baru kemarin sempet nyobain mrt nya jakarta wah bagus ya hehe berasa kaya lagi di luar negeri it s a good thing dan cuma ribu kemarin bolak balik istora blok a fatmawati mari di jaga bareng bareng ya fasilitas umum transportasi umum nya
472,kata siapa bahagia itu mahal senang melihat mereka senyum naik 
473,asyiknya berangkat kerja naik 
474,sekali naik mrt udah serasa di tokyo japan aja wkwk support your local transportation 
475,ada yang bisa tebak ini distasiun mana kalo yang sering naik transportasi umum terutama mrt pasti tau banget tidak_sengaja sambil lewat motret ternyata menarik jg seneng liat jakarta punya banyak tempat baru
476,halo di stasiun senayan escalator mati lift mati bagaimana cara saya yang cacat ini bisa naik ke permukaan 
477,senang rasanya ketika melihat bagian dari keluarga besar ikut senang dan bahagia walaupun hanya mengajak untuk naik begitu indah melihat senyuman ini
478,pak gub anak sy yg bungsu suka naik tentu sy harus dampingi jelaskan apa itu mrt fungsinya apa dan yg paling penting pengguna wajib tertib dan menjaga kebesihan 
479,pada percaya tidak_kalo tarif dalam sebulan itu hampir semahal tarif transportasi di helsinki misalnya naik mrt pp lebak bulus bundaran hi tiap hari dalam sebulan sekitar hari kerja x di helsinki zona tarif sebulan penuh
480,kalo liat stasiun mrt di china dalem banget jadi bersyukur kalo mrt di jakarta tidak_dalem bgt 
481,naik mrt jakarta biar ikutan kekinian di stasiun fatmawati paling atas tampias ujan sp masuk ke ruang tunggu jadi anak sy pake payung duduk di ruang tunggu keren jakarta sdh terwujud punya mrt semoga di rawat dengan baik jangan di rusak 
482,jujur tidak_kapok naik transportasi publik lg seharian pulang pergi naik mrt metrotrans pedestrian walk nya nyaman sekali hehe selalu suka jakarta bagian sini
483,berangkat lari biar tidak_macet naik bayar goceng menitan juga nyampe lah balik lari jalanan lengang naik transjakarta gratis dong cinta jakarta sangat 
484,naik krl mrt dan transjakarta keliling jakarta seharian puasss banget 
485,terima kasih saya tidak_pernah menyangka dari bendungan hilir atau karet menuju lebak bulus bisa ditempuh hanya dalam menit transjakarta s jalurnya padat merayap mulai dari pondok indah kalau naik mrt walau tidak_duduk tetap terasa nyaman 
486,replying to tolong dibuatkan sosialisasi mengenai pemakaian lift prioritas dong miris liatnya orang berjejalan antri naik lift malah yang harusnya membutuhkan lift jadi tidak_bisa pake
487, hari ini gw naik mrt kok ngerasa bau pesing ya alat pel nya mungkin tidak_bersih nih 
488,enjoy menikmati perjalanan naik krl bus tj dan mrt menelusuri utara hingga selatan jakarta sedikit lama tapi demi sebuah tulisan menikmatinya sambil berharap bertemu dengannya
489,kdg pengen ketawa ndiri naik lift di stasiun malah sering tidak_kebagian tmpt secara yg naik sehat dan tidak_hamil yg hamil malah nunggu lift nya kosong
490,dulu aja ke singapur sendiri pertama kalinya naik pesawat pertama kalinya ke luar negeri pertama kalinya naik mrt juga napa di jakarta yang jelas jelas di negara sendiri malah tidak_berani nyoba naik mrt sendirian
491,besok tidak_lagi deh naik memang juara lah
492,tau reaksi gue ketika barusan pertama kali naik mrt jakarta mewek saking terharu dan bangganya gue pernah nulis ini di buku ttg mendambakan mrt akhirnya kesampaian 
493,buat harga yaaa murah lah buat anak jakarta busyeng mulai rp an tidak_usah jauh ke jogja ini mah eh iya ini lokasinya di jalan h nawi tidak_jauh dari lampu merah itc fatmawati kalo naik turun di stasiun h nawi tinggal jalan dikit cocok deh buat city tour hehe
494,dari stasiun fatmawati kami kembali ke arah bund hi turun di stasiun senayan utk lanjut makan malam di fx tiket yg kami bayar utk jalan naik dr hi fatmawati senayan hanya ribu orang happy bgt menikmati mode transportasi canggih cepat murah bikin ceria
495,meski hujan deras tetap menikmati jakarta naik bersama keluarga 
496,beberapa hari yang lalu saya naik mrt di fatmawati nemuin tanda yang aneh macam gini uda saya cc ke akun mrtjakarta tapi tidak_ada yang respon apakah karena tidak_viral makanya tidak_direspon ya
497,naik mrt jakarta pertama kali sangat senang 
498,seru naik nyaman bersih dan cepat banget jarak antara stasiun bund hi ke stasiun lebak bulus hanya menit beneran bangga punya moda transportasi keren begini
499,hari ini saya ditegur karena menaiki gerbong depan yg dikhususnya untuk wanita waktu di luar jam yg dituliskam pie ini tipu 
500,ga bisa ngomong apa selain makasih bgt sama pak aldi dan kerja sama rekan keamanan sempat bertualang di stasiun fatmawati akhirnya dompetnya ketemu oh ya saya doain dedek bayinya sukses pak bravo 
501,mencoba untuk pertama kali so excited
502,my first time nyobain mrt alhamdulillah indonesia sudah mengembangkan infrastrukturnya sedikit demi sedikit semoga pemerintah berbondong untuk mengembangkan infrastruktur indonesia yang sangat berguna 
503, ini kemarin siang di halte plaza indonesia tidak_ada ptugas yg kliling apalagi negor sy langsung lapor ke satpam disitu tp cm iya aja tanpa follow through mana nih aturan denda nya perbanyak satpam yg kliling denda in mreka dong sdm dibekali capability jg 
504,hari ini mencoba nursery room nya stasiun mrt setiabudi astra wow tidak_nyangka ternyata bersih dan adem sekali terimakasih bisa memberikan fasilitas terbaik untuk ibu menyusui dan ibu yg mau ganti diapers anak
505, pantes kaya ada bau pesing salut buat para petugas yg sigap langsung bersihkan
506,min boleh kali yaa jadi perhatian petugas mrt khususnya di dukuh atas sering bgt lift prioritas itu digunakan bukan untuk semestinya
507, tdi mlm sekitar malam kurang d penumpang yang menempel di peron alih mengingatkan dngn sopan salah satu petugas dari jarak yg cukup jauh berteriak woiii memang penumpang tsb salah tapi saya rasa ada cara yg lbh sopan tks
508,petugas takut di tegur sm penumpang krn ada laki baru tau loh kl ada penumpang yg tidak_nyaman sm anak laki emang anak kecil laki bakal pedopil sm wanita dewasa aneh kreta khusus wanita itu bkn hny utk wanita anak wanita tp utk ibu dg anak 
509,staffnya mrt ini keren yak kapan ari nanya ke petugas security wcnya dimana dikasi arahan terus gua bilang terima kasih dia balesnya dengan senang hati sambil membungkuk dikit dan tangan di dada salut 
510, bisa info tidak_saya tanya ke petugas loket mrt mau top up jaklinggo ktnya gakbisa ditanya bisanya dimana malah jwb gaktau tidak_informatif pdhl kan saya beli kartu ini juga di stasiun mrt kalo blm ready mending jgn di jual dulu thanks
511,alhamdulillah sy sdah cb naik mrt nyaman dan petugas ramah bgt ksh ptunjuk i proud with trimakasih
512,pengalaman perdana naik mrt jakarta sore tadi bersih nyaman mesin kartu lancar orang orang di dalam gerbong tidak_urakan masih ada petugas jaga di dalam dan luar gerbong jadi lebih terasa aman tidak_paham sama kalian semua sing ngomal ngomel ae isok e 
513,salut sama petugas yg satu ini begitu antusias dan aktif memberi tahu dan mengkoreksi kelakuan penumpang lokasi stasiun cipete raya 
514,hari ini petugas di lebak bulus tegas abis semua yang tidak_ikutin aturan dibantai sama dia salut bapak
515,ac nya duingin pool perjalanan on time petugas security ama cleaning service nya juga ramah kayanya yg paling bagus view nya sta fatmawati tapi tidak_sempet kesitu tadi
516,abis nyoba mrt jakarta beberapa hari lalu dan jujur gua sangat amaze dengan mrt jakarta karena gara gara mrt jadi lumayan merubah wajah jakarta tidak_kalah kayak negara tetangga 
517,namanya stasiun mrt istora mandiri sponsornya mandiri tapi tidak_ada atm mandiri atau kcp buat isi ulang e money 
518,kepada dinas tata kota jakarta tersayang tolong dong pedestrian stasiun mrt istora senayan dikasih penghijauan jangan aspal aja hari ini panas sekali dan orang orang yang jalan disana sangat kepanasan karena tidak_ada yang melindungi mereka saat berjalan
519,di trotoar menuju stasiun fatmawati yang dari arah perempatan fatmawati udah seminggu terakhir lagi banyak banget ulat bulu udah berkurang sih semenjak pertama muncul kemarin banyak bgtbgt tapi tetep geli
520,malam min ac d stasiun senayan tidak_nyala ya kok panas tidak_dingin kayak biasanya brasa nunggu diluar tks
521,min tolong dibuatkan koridor atap ke park ride agar kalau hujan tetap bisa lewat yang kedua jalan dari park and rode ke stasiun lebak bulus suka bau pesing
522,perbandingan akses masuk ke stasiun bawah tanah empat mrt di asia tenggara akhirnya jakarta sejajar dengan singapura bangkok dan kuala lumpur 
523,udah sih gitu aja ceritanya bagus ternyata mrt jakarta nyaman aku bangga besok besok naik mrt lagi ah kalo ke mana mana 
524,enak bgt naik mrt jakarta cepet nyaman pula gapake macet macetan di jalan
525,mohon masalah aroma pesing di stasiun lebak bulus bisa segera diselesaikan semakin hari semakin menyengat dan membuat tidak_nyaman pejalan kaki
526,terima kasih mas petugas kebersihan yang masih aja nyikat lantai pk 
527,kesan pertama mencoba fasilitas mrt ibukota cukup memuaskan setara ketika saya berkunjung di singapore dan kualalumpur nyaman bersih pegawai ramah 
528,min kmren naik mrt suara masinisnya kurang keras kalah sama bising rel ktika otw plaza blok m senayan
529,kemaren gagal naik mrt di jakarta padahal sangat ingin
530,oke mungkin gue alay tp seneng bgt rasanya bisa naik mrt di jakarta loh bukan di luar negeri alhamdulillah ada kemajuan di negara ini 
531,hi kapan lift bisa digunakan di stasiun bundaran hi barusan melihat seorang pengguna kursi roda kesulitan karena harus naik eskalator terima kasih 
532,kantor di kemang biasanya paling males datang ke meeting di jakarta pusat tapi sejak ada naik dari stasiun cipete ke menteng cuma menit meeting jam total jam menit walaupun rush hour terimakasih eksekusi nyata 
533,pulang pergi naik di hari kerja menyenangkan lancar aman bersih sedikit antrean yang belum_beres perlahan budaya baru akan terbentuk yes ada infrastruktur publik digenjot presiden fr 
534,tadi sore utk kali kedua saya naik saya ajak sasha krn lg libur sekolah kali ini di mrt penuh bgt mgkn krn pas pulang kantor jg saya ikut rombongan pak diajak mba brg mas dkk makasih mbak ezki
535,efek naik mrt seminggu ini irit uang waktu tidur bisa lbh lama on time ngantor biasa seminggu sekali pasti telat adem dandan tuh tidak_luntur rambut tidak_bau matahari mood happy sesimple liat orang tertib badan seger pagi jalan kaki cinta bgt makasih 
536,hari ini sempat nyoba naik mrt dari fatmawati ke hi keren terima kasih pa dan gubernur yg lain juga 
537,dapat video ini dari anak saya yang sudah mencoba naik mrt selamat untuk semoga ini tidak_hanya menjadi moda transportasi massal yang bisa mengurangi kemacetan di jakarta saja tetapi bisa menjadi simbol peradaban baru demi indonesia yang jauh lebih baik maju
538,buat kalian pehobi bersepeda berikan kemudahan akses nih memperbolehkan sepeda lipat masuk ke dalam ratangga tunggu apalagi yuk naik transportasi umum 
539,menjajal mrt jakarta bersama gubernur dki kepala daerah sekitar jakarta dan warga saya naik dari stasiun bundaran hi turun di lebak bulus lalu kembali lagi hanya menit sekali jalan saya senang masyarakat antusias semoga begitu juga nanti setelah mrt beroperasi 
540,dengan bangga dan senang di jakarta hari udh naik krl transjakarta dan mrt
541,rapid apanya paling nunggu kedatangan mrt ya lama bisa sampai menit sama kayak mau naik busway nunggunya lama sampai menit
542,naik kalau bawa seli tidak_boleh duduk ya sekarang dari akhir ramadhan berdirinya disisi untuk orang dissabilitas 
543,temen yg bawa sepeda sekarang udah tidak_bisa duduk kalau naik mrt ini udah kesekian kalinya saya di usir dr tempat duduk dengan alasan yg bermacam 
544,naik mrt bau pesing yaallah mana rame bet lagi kaya ngantri sembako ngejubel semua di hi sama lebak bulus heran gua mah kirain jakarta sepi ternyata hmmm
545,jakarta sore ini asik banget buat jalan jalan sore ini survey lagi dg naik mrt n lanjut ke bbrp tempat cita pengen nyobain turun di setiap stasiun n liat suasana masing stasiun cuaca sore tidak_panas dan berangin lembut baru kali ini gw ngerasa bisa enjoy jkt 
546,min kenapa di loket mrt ngk bisa top up uang eletronik seperti flazz emoney dan sebagainya seperti tranjakarta kemaren kehabisan saldo terpaksa harus beli single trip dan naik mrt pun cuma sekali 
547,mencoba naik railink dan mrt hari ini takjub ternyata jakarta udah keren transportasi umumnya nyaman dan cepet yah salut
548, naik mrt sangat menguras emosi wajib tahan emosi beli tiket antrian panjang krn kurangnya loket tiket mau beli minum susah smoga kedepannya ada perbaikan khususny saat weekend sabtu minggu 
549,lebih mudah murah dan cepat keliling jakarta naik terimakasih bapak semoga di periode ini bisa lebih baik lagi membangun infrastruktur di negri kita indonesia ini
550,selama sy naik mrt blm pernah liat ada yg patroli sih
551,apakah aroma di dalam memang seperti ini saya naik mrt setiap hari dan selalu mendapati aroma seperti ini teman saya menyebutnya bau pesing saya tidak_terlalu setuju dengan itu meskipun itu memang bau yg paling mendekati 
552,mrt memudahkan pencapaian ke tempat tujuan mengurangi jumlah pengguna mobil motor meningkatkan jumlah pergerakan dan ekonomi kota serta meningkatkan kesehatan pengguna lumayan naik turun anak tangga di stasiun 
553,akhirnya hari ini nyobain mrt jakarta wkwk ketinggalan banget ya baru nyobain sekarang pertama kali naik mrt itu di singapore dan ternyata mrt jakarta sama bagusnya kok sama di singapore
554,anti macet macet club thank you cc pakde 
555,selalu bangga bgt setiap naik mrt and it still feels surreal everytime i ride on it feels like i m not in jakarta sebangga itu semoga bisa secepatnya nambahin rute di kota besar lainnya juga bs cepat menyusul
556,w naik mrt norakkkkkkk bangttt selain murah nyaman lucuuu trs kaget tbtb nyampe ayu dong bangun di grogol agar memudahkan ku ke kampus
557,halo saya baru aja bantu ibu dgn tongkat yang kesulitan karna tidak_di prioritaskan naik lift karena byk pnumpng umum yg pakai lift itu n cuek saya lapor satpam malah katanya gpp itu gimana ya tolong dong bantu kami masyarakat brusaha menyadarkan org g tertib
558,betul sangat ramah terhadap penyandang disabilitas sewaktu saya kecelakaan dan harus pake kruk naik mrt pergi dan pulang kantor sangat nyaman jempol untuk fasilitas pendukungnya
559,for the first time coba mrt dari pertama mulai beroperasi bener bener bantu bgt dari segi waktu fasilitas lainnya dan gaperlu macet macetan dari lebak bulus bundaran hi cuma mnt 
560,barusan lihat iklan kabar senat ada anggota dpr yg sidak fasilitas mrt di jakarta gan lihat dalamnya nyaman banget jakarta kelihatannya perlahan jg sdh mulai mengatasi masalah kemacetan gan salah satunya dg semakin banyak jenis fasilitas transportasi massal di jkt
561,antrian panjang tapi petugas loket cuma 
562, petugas security kalian tidak_pny cukup nyali utk menegur penumpang yg sdh terlihat jelas sdg makan di dlm mrt 
563, mohon bantuannya untuk menyediakan petugas di mesin tiket otomatis untuk stasiun bundaran hi banyak pengguna yg ingin isi ulang namun tidak_bisa dan tidak_ada petugas yg membantu sudah mengantri panjang dan sia sia 
564,menemukan sampah berserakan di bawah kursi tunggu lebak bulus grab kenapa security kemana petugas kebersihan kemana 
565,alhamdulillah sejak tiba di jakarta minggu lalu lgsg jajal naik moda transportasi massal ini nyaman n tentunya tepat waktu drpd pusing hadapi kemacetan dr lebak bulus grab mpe bundaran hi mending kita mrt ajah hehehe
566,seru sekali hari ini keliling kota jakarta naik mrt serasa turis daritadi norak bgt wkwk
567,yo udah berkali kali naik dari stasiun lebak bulus dan saya baru sadar tidak_ada tempat sampah di sekitar peron tanya sekuriti katanya di bawah saya kebawah tidak_ada juga mungkin diluar sebelum tap in akhirnya ke toilet nice one 
568,kenapa ya sampe sekarang kalo naik masih terkagum kagum dan berasa surreal jakarta punya mrt 
569,cobain mrt stasiunnya luas banget keretanya juga keren tidak_kalah sama singapore sayangnya bangkunya tidak_empuk kaya krl commuter mgkn krn dirancang utk perjalanan sejenak ya jd gausah empuk indonesia bisa bikin mrt juga ternyata selamat mrt keep up the good work
570,untuk anda yg suka on time silahkan gunakan untuk anda yg suka ngaret silahkan gunakan karena hal ini terpampang jelas perbedaan pelayanannya we ll see gue acara setengah di sentraya naik udh yang jam tp skrg msh di tebet
571,pengalaman pertama naik langsung bandingkan dengan di tokyo yg saat itu belum_sebulan dari tokyo luar biasa mrt jakarta saya pun naik pake kartu e toll yang selalu saya gunakan utk jalan toll malang surabaya semoga kedepan terintegrasi semua 
572, tolong keretanya lebih ontime lagi tertulis di jadwal brkt tapi pas jam di stasiun dan android time sudah berangkat on time bukan hanya tidak_terlambat tapi juga berangkat sesuai jadwal 
573,sudah pernah naik mrt jakarta enak lo adem 
574,gw berdoa semoga bisa menjangkau seluruh kawasan di jakarta biar gausah naik lagi dengan pelayanan terburuknya sepanjang masa mending yg sangaaaaat tepat waktu dengan fasilitas terbaik 
575,naik buat pertama kali jauh dari ciamis mumpung lagi d jakarta sangat nyaman bersih dan cepat tidak_kena macet ibukota naik dari stasiun lebak bulus grab berasa segerbong punya sendiri masih sangat pagi sih 
576,semuanya terukur dan tepat waktu warga berharap moda angkutan massal seperti ini diperpanjang sampai ke seluruh daerah di dki jakarta 
577, coba naik mrt tapi ssyang mushola di stasiun lebakbulus terlalu sempit dan pintu masuknya campur antara laki dan petempuan
578,pegawai juga ramah ramah murah senyum diajak ngobrol soal mrt juga nyambung dari office boy security sampai pegawai ticketing
579,bersih nyaman aman semoga makin bagus lagi fasilitasnya 
580,mumpung lagi di jakarta mau beli nasi goreng mrt lebak bulus yang rasanya tengku umar
581,min apakah nanti ada jalur mrt yang ke pasar minggu min 
582,hi min kartu flash apakah bisa digunakan untuk berdua atau satunya harus beli tiket manual 
583,aku pernah tinggal di dua tempat itu dan skrang menetap di bandung dari kondisi masyarakat kondisi cuaca enak di bandung jujur tapi soal fasilitas pelayanan pemerintah enak di jakarta menurut ku karena di bandung belum_ada mrt sama comuter line
584,baru ngeh juga tiket mrt hanya bs dibeli pake cash di ticket machine nya jg gada slot buat kartu sayang sekaliii dan di stasiun lebak bulus tidak_ada atm sama skali hiksu ini standar stasiun ya 
585, jkt mohon bantuannya untuk pedestrian dari park ride menuju lebak bulus grab mrt diperhatikan bau banget pak buu bau toilet 
586, escalator naik stasiun benhil exit jalan sudirman tiba mati banyak orang kaget pas udah ditengah escalator
587,pada prnh ke toilet pernah ke toilet yg ada bekas yg nga disiram nah persis baunya nih di jalur pejalan kaki samping depo
588,ada lajur antrian di tiap sisi seperti di jepang mungkin perlu dijelaskan cara antrinya pasang gambar aja biar nanti kalau penumpang mrt makin ramai antriannya terap tertib
589,mau naik mrt dari lebak bulus disitu ada untuk penitipan motor gk ya respon pls 
590,mulai ngerasa capek bolak balik mampang senen naik busway mau pindah naik mrt ongkosnya lebih mahal berkali lipat dan jalannya lebih muter naik krl mager desek an di krlnya tambah salut deh sama orang yg kerjanya pp jakarta bogor atau jakarta bekasi kuat bgt mereka
591,enak ye kalo pulang kerja naik mrt 
592,bagus nyaman murah bersih cepat twitter com bdl elzhex
593,gapernah bosen commuting naik bersih nyaman dan tepat waktu 
594,bahagia dan bangga menggukan moda bersih dan lancar tidak_kalah dg subway di new york dan washinton dc sekedar masukan ada baiknya petugas loket lebih ramah oknum mas petugasnya mungkin trainee kok agak ketus ya maju terus pic twitter com ferik eaox
595,meeting di daerah selatan di jam macet tidak_khawatir lg berkat 
596,pulang kantor mampir dulu apa langsung pulang thanks to perjalanan pulang sekarang jadi lebih cepat plus dapet foto keren pake galaxy a 
597,dan coba dilihat berapa banyak ojol di jakarta yg ternyata turut menyumbang kemacetan saya sih bukannya anti onjol tapi gregetan aja kalau ada yg protes jakarta macet tapi masih koar koar bangga leboh milih ojol daripada jalan kaki terus lanjut naik bus krl mrt
598,setiap lewat trotoar ini pejalan kaki harus siap menahan nafas sekitar menit tau kenapa karena bau pipis yg menyengat mungkin ya itu pipisnya para supir angkot dan bis coba sediain moving toilet di sini lokasi lebakbulus cc transjakarta 
599,dear kereta pertama menuju hi di gerbong pertama tetep ye bau nya tidak_enak aromanya tidak_fresh gitu kenapa yee 
600,tolong support payment via visa paywave juga dong
601,naik mrt memang nyaman tapi kenyamanan terganggu bila kita jalan menyusuri jalan dari dan ke parkiran lebak bulus grab menuju stasiun mrt bau pesing menyengat sepanjang jalan mohon atensi dari dan 
602,yang bikin jakarta macet itu ego kita gengsi kita saat bawa mobil dan kena macet gue ngeluh anjir gini amat ya macetnya saat naek krl atau mrt gue bersyukur busyet cepet amat ini enak bisa nyantai semua tergantung pilihan lu pakai transportasi apa 
603,aku setuju sama argumen ini sebagai user kendaraan umu tj harusnya sudah jadi solusi anti macet bahkan mendahui mrt dan lrt sayangnya tidak_dimanfaatkan secara maksimal o masyarakat makanya kesannya jakarta msg macet aja padahal simply krn orgnya ignorant maunya serba pribadi
604,dungu sekali cebong sampe tidak_bisa merasakan kemajuan tinggal di got melulu si mrt busway free jalan protokol yg lebih cantik liat bus sekolah free jakarta lbh manusiawi pedestrian yg aman ngapain belajar sama napi 
605, kuliner enak di sekitaran halte soto mie banjarsari rasanya mantap jam buka senin sabtu dari sampe habis sekiratan jam siang klo jam makan siang rame apalagi hari jumat 
606,liburan saya kamis bersama istri menikmati keindahan jakarta yang bersih dan indah rapih awal dari lenteng agung saya naik busway jurusan lebak bulus ui harga terjangkau orang di lebak bulus naik mrt jurusan hi senang bangga 
607,happy makin banyak yg bawa sepeda lipat naik artinya polusi jakarta makin berkurang
608,aga fasilitas yang ada dengan tidak_membuang sampah sembarangan dan tetap jaga kebersihan 
609,jadi lucu bisa pake kartu jenius di mrt singapore tapi di mrtjakarta belum_bisa 
610,halooo ini dari park n ride ke stasiun lb bulus grab kenapa bau pesing yaaaaa 
611,area jalan menuju halte mrt busway baunya pesing bgt tolong di monitor siapa kek gtu transjakarta jkt 
612,wc hanya satu di halte dan utk msk hrs bayar tap gate trans lalu lintas org di sekitar banyak sekali shgg koridor jd sasaran peturasan kenapa tidak_menyediakan wc umum di sekitar lokasi parkir biar bs digunakan mrk yg beranjak ke halte bus mrt 
613,efek petugas tidak_paham aturan soal gerbong wanita jadi harus diri dari hi sampe lebak bulus jangan hanya penumpang aja yg di edukasi petugas juga biar tidak_merugikan 
614,transportasi umum udh lengkap murmer nyaman kurang apa lgi coba 
615,dear pagi ini rute dukuh atas lebak bulus kereta nomor bau pesing pipis mungkin krn bau karbol pembersihnya mohon difollow up ya agar kedepannya tidak_terjadi lg sy pengguna harian mrt btw semangat 
616,musholla di bbrp stasiun terlalu kecil hanya bisa menampung orng saja 
617,biar tidak_bosen gitu ke bund hi pakai mrt mulu haha halte transjakarta bundaran hi in jakarta pusat dki jakarta 
618,kok suara mbak berubah sih 
619, min gerbong khusus wanita itu paling depan atau paling belakang sih skg kok yg laki di paling belakang pada diusir in semua 
620,yabedalah mbak walaupun kugaktau bedanya karena belum_pernah naik mrt 
621, twit jawab donk butuh klarifikasi ne
622, min pembelian kartu multi single trip itu apakah bisa di reimburse langsung cem krl apa gimana yak
623,iya mrt nya lucu
624,voice over mrt pagi ini agak beda lebih alus gitu tidak_teges kaya biasa tapi tetep suka 
625,kurangi antrean penumpang mrt jakarta tambah mesin tiket otomatis
626,dear boleh saran ditambah fasilitas atm di tiap halte dan atm di taro di sebelum pintu masuk jadi bisa isi emoney flazz atau tarik tunai untuk beli kartu single trip nya krn pengalaman saya tidak_jd naikmrt krn buru lupa tarik tunai dan gabisa isi emoney
