,Tweet,Hasil Preprocessing,Positif,Negatif,Sentimen,Numbered Sentimen
407,"@TheREAL_Abi MRT Jakarta adalah sejarah panjang, mulai digagas tahun 1985 dan diselesaikan di era Anies.
Btw, ahoknya dmn ya 
https://t.co/3c1uzNPztq",abi mrt jakarta sejarah digagas diselesaikan era anies btw ahoknya dmn ya,1,0,positif,1
408,"@aboywitdahoodie iya, tp concerns publik pasti di jakarta dan juga sbnrnya peminat krl itu banyak bgt. selain peran pemerintah nyediain transport public harusnya pemerintah jg harus menjamin keamanannya juga. naik bus? kurang menjamin tp murah. mrt? tarif gak mendukung",iya tp concerns publik jakarta sbnrnya peminat krl bgt peran pemerintah nyediain transport public pemerintah jg menjamin keamanannya bus menjamin tp murah mrt tarif tidak_mendukung,3,1,positif,1
409,@Hilmi28 Bikin Kereta Cepat Jakarta Bandung.biar cepat ke Jakarta.Pas Jadi ibukotanya udah di Pindah.Investasi LRT MRT.Jalan Tol Layang.Yang pasti puluhan tahun balik Modal.Itu buat apa semua kalau ibukotanya sepi.Dodol kan.,bikin kereta cepat jakarta bandung biar cepat jakarta pas ibukotanya udah pindah investasi lrt mrt jalan tol layang puluhan modal ibukotanya sepi dodol,3,0,positif,1
410,@aniesbaswedan Bagaimana kalau mulai membangun MRT antar Jakarta dgn botabek jg.,membangun mrt jakarta dgn botabek jg,1,0,positif,1
411,"@Bola_Jakarta Gunakan transportasi publik (Trans Jkt,MRT,KRL), stop nyebat dulu di stadion, kurangi penggunaan plastik (straw,botol plastik) bawa wadah minum sendiri dari rumah dan mau masuk stadion biar ga nuangin aer ke plastik, pas otw stadion gausah maenan RF/Smoke bomb",jakarta transportasi publik trans jkt mrt krl stop nyebat stadion kurangi penggunaan plastik straw botol plastik bawa wadah minum rumah masuk stadion biar tidak_nuangin aer plastik pas otw stadion gausah maenan rf smoke bomb,2,0,positif,1
412,"@ridaaalfr @askmenfess Trafi, Mbak. Dia udah kerjasama sama TransJakarta jadi kita bisa selalu tau lokasi bus sedang di mana.

KRL, MRT, JakLingko, angkot luar Jakarta (Tangerang, Bekasi, Bogor), bus biasa, semua ada di app-nya. Jadi sangat membantu :) https://t.co/8lTn5MHBC3",trafi mbak udah kerjasama transjakarta tau lokasi bus krl mrt jaklingko angkot jakarta tangerang bekasi bogor bus app nya membantu,1,0,positif,1
413,Jakarta Gempa sekitar 19:05. Stasiun MRT Cipete Raya goyang. Kirain efek Keretanya lewat. Ternyata gempa ??,jakarta gempa stasiun mrt cipete raya goyang kirain efek keretanya gempa,1,0,positif,1
414,"@Bola_Jakarta Kalo naek krl dan tj okelah murah tapi kalo mrt orang"" juga mikir mending naek kendaraan pribadi nder",jakarta kalo naek krl tj okelah murah kalo mrt orang mikir mending naek kendaraan pribadi nder,1,0,positif,1
415,Jakarta nyaman gue ga akan bawa mobil lagi. Fixxx apalagi kalo mrt yg nyampe ke bekasi udh jadi.. Beuhhh https://t.co/65ZPjh4FPB,jakarta nyaman gue tidak_akan bawa mobil fixxx kalo mrt nyampe bekasi udh beuhhh,1,0,positif,1
416,"(Jakarta, 31-01/08/19) Sebanyak 58 Taruna/i D.IV Manajemen Keselamatan Transportasi Jalan Angkatan VII melaksanakan kegiatan kunjungan ke MRT, PPLI, dan PT. Elnusa Petrofin. 

Kegiatan ini bertujuan agar Taruna/i https://t.co/wmNMOPsmLV",jakarta taruna i d iv manajemen keselamatan transportasi jalan angkatan vii melaksanakan kegiatan kunjungan mrt ppli pt elnusa petrofin kegiatan bertujuan taruna i,1,0,positif,1
417,@anggriawwan @detikcom @detikfinance bangun jakarta 10 taun ke depan om. di beritanya ada. program2 strategis kayak MRT LRT kereta cepat bandung jakarta dsb dsb jika ibukota pindah apa kebayar utangnya ?,bangun jakarta taun om beritanya program strategis kayak mrt lrt kereta cepat bandung jakarta dsb dsb ibukota pindah kebayar utangnya,3,0,positif,1
418,Mau mengandalkan MRT Jakarta sebagai sarana transportasi kamu bekerja? Simak dulu plus dan minusnya dalam ulasan berikut! https://t.co/bgZmSfuYeS,mengandalkan mrt jakarta sarana transportasi simak plus minusnya ulasan,1,0,positif,1
419,"From @setkabgoid

Presiden Joko Widodo didampingi Ibu Negara Iriana Joko Widodo menghadiri acara Goresan Batik Kemerdekaan, di Beranda Peron A Stasiun Moda Raya Terpadu (MRT) Bundaran Hotel Indonesia, Jakarta, Kamis https://t.co/CwxJPHBsro",from presiden joko widodo didampingi negara iriana joko widodo menghadiri acara goresan batik kemerdekaan beranda peron a stasiun moda raya terpadu mrt bundaran hotel indonesia jakarta kamis,2,1,positif,1
420,"@adiwena Oke, namun menjadikan artikel tersebut menjadi acuan itu kurang tepat, mengingat transportasi di Jakarta itu hanya MRT, Ada angkot (5000 - jak lingko) dan transjakarta (3500). 

Harga yang diberikan mrt itu sudah pas, apalagi daerah yang dilayani memang business center.",oke menjadikan artikel acuan transportasi jakarta mrt angkot jak lingko transjakarta harga mrt pas daerah dilayani business center,2,0,positif,1
421,Mumpung di Jakarta pengen nyobain MRT. Tapi sendirian gini nanti kalo nyasar aku masuk tv terus jadi terkenal kan repot.,mumpung jakarta pengen nyobain mrt gini kalo nyasar masuk tv terkenal repot,2,1,positif,1
422,masalah transportasi umum di jakarta yang utama itu reliability waktu. kaga ada yg ontime bgst kecuali mrt,transportasi jakarta utama reliability kaga ontime bgst kecuali mrt,2,0,positif,1
423,"tiap ada orang yang bilang ""mau ke Jakarta""
gw selalu bilang... ""gw pengen naik MRT""",orang bilang jakarta gw bilang gw pengen mrt,1,0,positif,1
424,"mas-mas suka ngangkot nyobain MRT.
.
.
.
.
.
.
.
.
.
.
#suddenlycommute #exploreindonesia #explorejakarta #jakarta #hypebeast #hypebeaststyle #urbanstyle #streetstyle #urbansneakersociety #pahi #look #lookbook https://t.co/JFDxKm9BMT",mas mas suka ngangkot nyobain mrt,1,0,positif,1
425,"Gua kesel banget sumpah sama orang yg soktau soal kota gua
Lu kira Palembang mah dusun ?! 
Kagak tau aja lu sepanas , semacet, semriwet apa palembang sekarang

Btw, lrt palembang jg operasiny lebih duluan daripada mrt jakarta (: masih mo bilang ""Emang enak tinggal di sumatera ?""",gua kesel banget sumpah orang soktau kota gua lu palembang mah dusun kagak tau aja lu sepanas semacet semriwet palembang btw lrt palembang jg operasiny duluan mrt jakarta mo bilang emang enak tinggal sumatera,1,0,positif,1
426,"Fatmawati One Hotel & Residence, Apartemen Eksklusif selangkah dari Stasiun MRT Cipete Raya, Jakarta Selatan.

Ikuti Radio Talk bersama Ratdi Gunawan (Marketing Consultant Fatmawati One Hotel & Residence), Kamis (1/8) pukul 09.00-10.00 WIB. @RatdiG https://t.co/sAoIqgbZql https://t.co/vfdZUzUSnb",fatmawati one hotel residence apartemen eksklusif selangkah stasiun mrt cipete raya jakarta selatan ikuti radio talk ratdi gunawan marketing consultant fatmawati one hotel residence kamis wib,2,0,positif,1
427,"@detikcom @detikfinance Lebih hemat dan mudah memindahkan Gubernurnya saja daripada memindahkan perangkat abdi negaranya; lagipula, Jakarta kan infrastrukturnya sudah lengkap dan sebentar lagi jika MRT, LRT, dan pembangunan infrastruktur transportasi lainnya sudah selesai, Jakarta tidak akan macet lagi.",hemat mudah memindahkan gubernurnya memindahkan perangkat abdi negaranya lagipula jakarta infrastrukturnya lengkap sebentar mrt lrt pembangunan infrastruktur transportasi selesai jakarta tidak_akan macet,3,1,positif,1
428,"Ibu kota pindah nasib jakarta gimana?
Jakarta bakal tambah maju brooo udah ada mrt, udah ada tol dalam kota, busway dsb..
Malah bagus ibukota dipindain jd gk sumpek dan fokus jd kota bisnis.
Justru jd pr berat untuk ibukota berikutnua",kota pindah nasib jakarta gimana jakarta maju brooo udah mrt udah tol kota busway dsb bagus ibukota dipindain jd gk sumpek fokus jd kota bisnis jd pr berat ibukota berikutnua,3,0,positif,1
429,"@habibthink @OmDennis Bagaimanapun @aniesbaswedan itu gubernur jakarta terbaik, 
baru setahun menjabat bisa sukses selenggarakan Asian Games, belum 2 tahun bisa menyelesaikan MRT.

Bila buruk tentu pendukung beliau yaitu @pandji , @mkusumawijaya @fahiraidris & @halus24 yang  berisik terlebih dahulu.",gubernur jakarta terbaik setahun menjabat sukses selenggarakan asian games belum_tahun menyelesaikan mrt buruk pendukung beliau berisik,3,1,positif,1
430,"@ustadz_google @samdinosan2015 @elisa_jkt @thedufresne Anies baru menjabat bulan oktober 2017, bbrp bulan menjabat Jakarta mendapat penghargaan, itu tentu hasil prestasi Gub Sebelumnya

Lalu bgmn skrg Jakarta kota paling berpolusi?
Kalo tidak diselesaikan mungkin.....

Begitu jg penghargaan Perbaikan Transportasi dgn adanya MRT,LRT",google jkt anies menjabat oktober bbrp menjabat jakarta penghargaan hasil prestasi gub bgmn skrg jakarta kota berpolusi kalo tidak_diselesaikan jg penghargaan perbaikan transportasi dgn mrt lrt,4,2,positif,1
431,"@nirmayuliansyah @panca66 @TheArieAir @SuaraAnies @awemany Maha hebat Anies dengan 2 tahunnya dapat penghargaan.
MRT,LRT selesai.
Sungai2 bersih.
Jakarta bersih dari sampah.
Jakarta sesegar udara puncak.
Ok Oce meningkatkan taraf hidup sobat misqueen.
DP 0% buat penduduk misqueen.

Next.
Pulau reklamasi selesai.

??????????",maha hebat anies tahunnya penghargaan mrt lrt selesai sungai bersih jakarta bersih sampah jakarta sesegar udara puncak ok oce meningkatkan taraf hidup sobat misqueen dp penduduk misqueen next pulau reklamasi selesai,6,0,positif,1
432,"@tubirfess Yailah pak, pak. Makanya kalau gak bisa jadi gubernur mah ngga usah nyalon. Gimana sih. Jakarta udah hampir tertata rapih pas sebelum bapak, ini kok jadi amburadul lagi. Lagian juga ya, katanya bangga soal MRT. Lah, MRT udah dari jaman kapan perencanaannya. Situ tinggal resmiin.",yailah tidak_bisa gubernur mah tidak_usah nyalon gimana sih jakarta udah tertata rapih pas amburadul ya bangga mrt mrt udah jaman perencanaannya situ tinggal resmiin,3,2,positif,1
433,"Suka dengerin podcast kalo lagi di KRL, BRT, atau MRT? Suka penasaran juga dengan @TfJakarta yang suka bagi-bagi peta dan keliling Jakarta masang signage?

Ayo dengar cerita kita di podcast Mari berJuDi sekarang di Spotify!

https://t.co/sTenDh5Nhc https://t.co/8jVynDnRqd",suka dengerin podcast kalo krl brt mrt suka penasaran suka peta keliling jakarta masang signage ayo dengar cerita podcast mari berjudi spotify,4,0,positif,1
434,"@prabhamwulung @DKIJakarta @itdpindonesia @JakartaMRT @TfJakarta Hai kak, 
Silakan cek link berikut untuk mengetahui lokasi-lokasi tertentu dari stasiun MRT Jakarta. ?? 
https://t.co/221qQUOzwd
https://t.co/MgRPbvblYP",hai kak silakan cek link lokasi lokasi stasiun mrt jakarta,1,0,positif,1
435,Gedung perkantoran yang dilalui MRT Jakarta lebih disukai https://t.co/faLPsptBzg #Properti,gedung perkantoran mrt jakarta disukai,1,0,positif,1
436,"Sabtu, 27 Juli 2019 Alumni STAN 83 ngumpul buat HBH dan sekaligus reuni...
Beda dengan angkatan2 lain yang kumpulnya jauh di luar kota, kami memilih untuk kumpul di Jakarta, sambil menunjukkan dukungan kita untuk pemanfaatan MRT Jakarta, serta test paket wisata GBK TOUR.

Seruu.. https://t.co/4A2VLfvGYX",sabtu juli alumni stan ngumpul hbh reuni beda angkatan kumpulnya kota memilih kumpul jakarta dukungan pemanfaatan mrt jakarta test paket wisata gbk tour seruu,1,0,positif,1
437,"@fauzanindonisi @gato_pemula @Dennysiregar7 Penghargaan dari sisa yg lama...
Salah satuPenghargaan kota dengan transportasi terbaik..
Anis kerja apa unt transportasi? ?
Bis trans jakarta yg baru itu sisa AHOK. .
MRT itu sisanya jokowi...",pemula penghargaan sisa salah satupenghargaan kota transportasi terbaik anis kerja unt transportasi bis trans jakarta sisa ahok mrt sisanya jokowi,2,1,positif,1
438,Ikut bangga Jakarta - Indonesia punya MRT. @mrtjakarta @ Stasiun Mrt Haji Nawi https://t.co/weyfsMno0j,bangga jakarta indonesia mrt stasiun mrt haji nawi,1,0,positif,1
439,"Tak terasa 2 tahun yg lalu sebulan sekali mengunjungi berbagai stasiun bawah tanah MRT Jakarta & jalur layangnya.
Kini sebuah penantian panjang & penuh pertimbangan itu utk membuahkan hasil transportasi publik yg modern, nyaman & tepat waktu utk warga ibukota.
#mrtjakarta https://t.co/RouHmRzP7V",sebulan mengunjungi stasiun tanah mrt jakarta jalur layangnya penantian penuh pertimbangan utk membuahkan hasil transportasi publik modern nyaman utk warga ibukota,2,1,positif,1
440,"Tapi apakah angka segini cukup? Masih harus ditingkatkan lagi nih #Infrabuddy. Dalam artikel https://t.co/rQ2u6ypKWw, Direktur Utama PT MRT Jakarta, Pak William Sabandar menargetkan penumpang MRT harus mencapai 100.000 setiap harinya. Hemm kira-kira bisa gak ya?",angka segini ditingkatkan nih artikel direktur utama pt mrt jakarta william sabandar menargetkan penumpang mrt mencapai harinya hemm tidak_ya,2,0,positif,1
441,"Terowongan MRT Dukuh Atas muralnya itu yg dominan warna hitam bikin kurang enak dipandang, udah bagus sisi tembok sebelahnya warna warni bikin mata yg lihat jadi ikutan fresh.

Agak ganggu dikit sih ada tulisan Paramadina, mantan rektornya kan yg jadi gubernur Jakarta kini ??",terowongan mrt dukuh muralnya dominan warna hitam bikin enak dipandang udah bagus sisi tembok sebelahnya warna warni bikin mata lihat ikutan fresh ganggu dikit sih tulisan paramadina mantan rektornya gubernur jakarta,2,1,positif,1
442,"Kabarnya Ibu Kota Indonesia sudah fix akan dipindahkan oleh Jin Jaenudin Ngaciro ke Kalimantan.

Sementara itu kereta cepat, LRT, MRT udah dibangun di Jakarta.

Kira-kira, para Cebong ngikut migrasi ke Kalimantan gak ya?
??????",kabarnya kota indonesia fix dipindahkan jin jaenudin ngaciro kalimantan kereta cepat lrt mrt udah dibangun jakarta cebong ngikut migrasi kalimantan tidak_ya,1,0,positif,1
443,"@Dann_jie @elisa_jkt @DonAdam08 Diawal udh mengatakan bukan orang Jakarta(dan sekitarnya juga mungkin), Transportasi umum di Jabodetabek sdh bagus.

Jika rumah jauh dari kantor, ada KRL yg skitar 80-90% ontime, lalu lanjut TJ/MRT/JaKa ataupun ojol(kalau kepepet kantornya gk dilewatin sama sekali angkutan umum).",jie jkt diawal udh orang jakarta transportasi jabodetabek sdh bagus rumah kantor krl skitar ontime tj mrt jaka ojol kepepet kantornya gk dilewatin angkutan,2,0,positif,1
444,"Ayo Pak @aniesbaswedan 

Nanggung dah...selesein n sambung2in LRT n MRT nyaa..... Buktikan Bapak Gubernur DKI Jakarta yg visioner dan kerja nyata ???????? https://t.co/9TiKF1Iuj4",ayo nanggung dah selesein n sambung in lrt n mrt nyaa buktikan gubernur dki jakarta visioner kerja nyata,2,0,positif,1
445,"@dddreddddd @mosidik MRT isn't big enough for you? KJP? E goverment? Perapihan layanan masyarakat satu pintu? Gak ngerasain bikin KTP, dll jauh lebih mudah?
No? Berarti lo bukan orang Jakarta. ????",mrt isn t big enough for you kjp e goverment perapihan layanan masyarakat pintu tidak_ngerasain bikin ktp dll mudah no lo orang jakarta,1,0,positif,1
446,"Ada kalanya kita butuh situasi yg senyap dari kehidupan duniawi, untuk introspeksi ~

Yeah, good night ??

#jakarta #explorejakarta #jktinfo #visitjakarta #jaksel #hajinawi #mrt #mrtjakarta #mrtj #station https://t.co/Iuws5lHfb3",kalanya butuh situasi senyap kehidupan duniawi introspeksi yeah good night,1,0,positif,1
447,"Jakarta udah keren ya kan ada MRT , LRT (coming soon) Krl lintas jabodetabek , eh ibukotanya mau di pindahin ke tempat yang masih segar masih banyak hutan , pohon nya , yang kalau ditebang atau di habisi hutannya ya polusi udara bakal sama dong kayak di kota jakarta yg skrg viral",jakarta udah keren ya mrt lrt coming soon krl lintas jabodetabek eh ibukotanya pindahin segar hutan pohon nya ditebang habisi hutannya ya polusi udara kayak kota jakarta skrg viral,2,1,positif,1
448,"Kata ahoker Anies ga laku di Jakarta. Ga kaya ahok di ajak selfi di MRT . 
FYI , yng sering ke monas itu mayoritas orang luar JAKarta, tandanya Anies ga cuman di cinta ama orang JAKarta , orang luar JAKarta pun juga cinta pak @aniesbaswedan ?? https://t.co/KhgZVwk9Jh",ahoker anies tidak_laku jakarta tidak_kaya ahok ajak selfi mrt fyi yng monas mayoritas orang jakarta tandanya anies tidak_cuman cinta ama orang jakarta orang jakarta cinta,2,1,positif,1
449,"@maulanagituri https://t.co/HJOEdwUYWr

gak usah banyak bacot, baca ini berita. Uang buat MRT tuh udah ada skemanya, udah aman.
Uang 500T itu kegedean, super gede. Keliatan aji mumpung bgt. Gue nanya lu udah pelajarin ilmu ilmu tadi gak? terus gue minta minimal 3, lu cuma sebutin 1.",tidak_usah bacot baca berita uang mrt tuh udah skemanya udah aman uang t kegedean super gede keliatan aji mumpung bgt gue nanya lu udah pelajarin ilmu ilmu tidak_terus gue minimal lu sebutin,2,0,positif,1
450,"@iwanfals alhamdulillah macet bertambah makmur rakyat Jakarta bisa bertmbh yg bisa membeli kendaraan,MRT sudah beroperasi tp krn penduduk jkt msh bertambah trs",alhamdulillah macet bertambah makmur rakyat jakarta bertmbh membeli kendaraan mrt beroperasi tp krn penduduk jkt msh bertambah trs,2,1,positif,1
451,"@Yuliayen Hai kak, 
Untuk laporan kami mohon infokan kepada kami mengenai hal di atas kapan terakhir menggunakan MRT Jakarta dan Kapan akan menggunakan lagi MRT Jakarta.",hai kak laporan mohon infokan mrt jakarta mrt jakarta,1,0,positif,1
452,"Semenjak ada MRT, warga Jakarta dan sekitarnya makin sehat. Trotoar jadi lebar dan nyaman unt jalan kaki. Terima Kasih Pak Ahok dan Pak @jokowi karena legacymu dulu waktu masih jadi Gub DKI sehingga Gub skrang bisa melanjutkan.",semenjak mrt warga jakarta sehat trotoar lebar nyaman unt jalan kaki terima kasih ahok legacymu gub dki gub skrang melanjutkan,2,0,positif,1
453,"@jokowi Disana belum banyak orang pak, bangun dulu yg sudah padat penduduknya biar manfaatnya segera terasa. Seperti MRT di Palembang itu katanya peminatnya tak sebanyak Bogor Jakarta..",disana belum_banyak orang bangun padat penduduknya biar manfaatnya mrt palembang peminatnya bogor jakarta,2,0,positif,1
454,"MRT Jakarta @mrtjakarta jadi salah satu perusahaan dari 21 perusahaan yang menerima penghargaan dalam ajang Marketeers Omni Brands of the Year 2019

#news #beriterkini #mrtjakarta #penghargaan #awards #viral #upperlineid

https://t.co/ePRPSvbUdb",mrt jakarta salah perusahaan perusahaan menerima penghargaan ajang marketeers omni brands of the year,2,1,positif,1
455,"@detikcom bkn beban ke satu org doang, cm shrsnya yg pny kewenangan utk bikin kebijakan & dorongan buat warganya kan si gubernur nya dong ya. Lah, gubernurnya aja malah nanem pohon plastik. ??

tp regardless, yuk warga jakarta pk transport umum! Udh keren2 kan tuh, MRT, LRT, KRL, TJ, ntab!",bkn beban org doang cm shrsnya pny kewenangan utk bikin kebijakan dorongan warganya si gubernur nya ya gubernurnya aja nanem pohon plastik tp regardless yuk warga jakarta pk transport udh keren tuh mrt lrt krl tj ntab,2,1,positif,1
456,"@HumamMuchsin @DKIJakarta Woiiii loe Buta atau tuli, trans jakarta Yg skrg bagus2 dr skania itu program Ahok, dan MRT dan LRT itu program ahok, yg skrg dpt penghargaan 75% hasil kerja Ahok...apa yg bisa d lakukan junjungan loe bambu yg paling mahal itu bertahan cuma 6 bulan, liat simpang semanggi..??????",woiiii loe buta tuli trans jakarta skrg bagus dr skania program ahok mrt lrt program ahok skrg dpt penghargaan hasil kerja ahok d lakukan junjungan loe bambu mahal bertahan liat simpang semanggi,2,1,positif,1
457,"@devin_satya dosen2 yg aku kenal di sini semua eksekutor di balik project besar dan bermanfaat buat orang banyak: tol trans sumatera, MRT Jakarta, inland waterways CBL dan masih banyak lagi. itu baru beberapa yg aku tau ya.",satya dosen kenal eksekutor project bermanfaat orang tol trans sumatera mrt jakarta inland waterways cbl tau ya,1,0,positif,1
458,"@mrtjakarta Makasih ya, hari ini keluarga saya nyoba MRT, di Jakarta, jadi ga perlu hrs nyusul sy di Bangkok buat nyobain MRT. Lanjutkan..!! https://t.co/DAwpvgr0aH",makasih ya keluarga nyoba mrt jakarta tidak_perlu hrs nyusul sy bangkok nyobain mrt lanjutkan,2,0,positif,1
459,tempat foto2 lucu daerah jakarta selain mrt blok a dmn yach,foto lucu daerah jakarta mrt blok a dmn yach,1,0,positif,1
460,"Selain MRT, Jakarta juga kedatangan transportasi rel lain: LRT. LRT atau kereta ringan sudah dijelaskan pada post sebelumnya tentang transportasi umum.

Sebenarnya LRT Jakarta direncanakan beroperasi saat Asian https://t.co/EdekSjiAOn",mrt jakarta kedatangan transportasi rel lrt lrt kereta ringan post transportasi lrt jakarta direncanakan beroperasi asian,1,0,positif,1
461,@trisukmadewi Huhu pengen bgt nyobain mrt jakarta,huhu pengen bgt nyobain mrt jakarta,1,0,positif,1
462,"Sehat Bersama MRT Jakarta ""Men sana in corpore sano"" @quantumconvex #cfdjakarta https://t.co/75TM13zBgO",sehat mrt jakarta men in corpore sano,1,0,positif,1
463,"aku di 6 bulan di jakarta belum tau ketemu artis. ketemunya politisi2. 
-_-
2 minggu lalu, di taman, bapa2 partai golkar lg yoga di taman,
tadi di mrt, ketua dpp psi. 

hade. tulus ta nico ta hamish ta.",jakarta belum_tau ketemu artis ketemunya politisi minggu taman bapa partai golkar lg yoga taman mrt ketua dpp psi hade tulus ta nico ta hamish ta,1,0,positif,1
464,"@firaSherin @PemkotJogja Hahaha siapa tau kan jadi potensi wisata baru juga kek wisata MRT Jakarta.

Plis adain tram ke Gunung Kidul biar bisa breakfast di Malioboro, dinner di tepi pantai dong ?? #amininaja",hahaha tau potensi wisata kek wisata mrt jakarta plis adain tram gunung kidul biar breakfast malioboro dinner tepi pantai,1,0,positif,1
465,"@cnbcindonesia Semoga mrt jakarta yg operasi skrg juga driverless di masa depan,mirip kayak di kl",semoga mrt jakarta operasi skrg driverless kayak kl,1,0,positif,1
466,"ada saudara datang dari daerah, ga bingung lagi mau diajak ngapain dan ke mana di Jakarta ^^
they are happy enough with try MRT Jakarta 
@mrtjakarta https://t.co/blC6FJ7izo",saudara daerah tidak_bingung diajak ngapain jakarta they are happy enough with try mrt jakarta,2,1,positif,1
467,"Saya berusaha objektif tentang berita atau apa pun. Lha, saya juga pernah bela pak Anies soal MRT Jakarta, kan? Jadilah muslim/muslimah yang tidak takut kepada siapa pun, meski itu atasan kita atau orang yang membayar kita.",berusaha objektif berita lha bela anies mrt jakarta muslim muslimah tidak_takut atasan orang membayar,1,0,positif,1
468,Sabtu 27 07 19 perdana mikha jalan2 pakai transportasi yg lg hits di Jakarta. OTD dulu deh biar kece. Berasa jadi turis Korea dari  Jatiasih @ MRT Jakarta https://t.co/R28GESrgAP,sabtu perdana mikha jalan pakai transportasi lg hits jakarta otd deh biar kece berasa turis korea jatiasih mrt jakarta,3,0,positif,1
469,"Akhirnya makan kupang lontong di jakarta ???????? Tempatnya depan stasiun mrt cipete raya, dapet info dari @drhaltekehalte https://t.co/hmWPTxKG0G",makan kupang lontong jakarta tempatnya stasiun mrt cipete raya dapet info,1,0,positif,1
470,MRT Jakarta Serasa di luar negeri. Keren banget https://t.co/fyZG5dvT21 lewat @YouTube,mrt jakarta serasa negeri keren banget,1,0,positif,1
471,"@AdhiChristian Uhhh homesick ya? Makanya main2 dong ke jakarta lagi, betah banget liat pantai. Sesekali liat MRT lah.",uhhh homesick ya main jakarta betah banget liat pantai liat mrt,1,0,positif,1
472,"STASIUN LEBAK BULUS
Lebak Bulus menjadi stasiun laying pertama di ujung selatan Jakarta. Stasiun MRT ini terintegrasi dengan Halte Transjakarta, yaitu Halte Lebak Bulus koridor 8. Buat kamu yang ingin wisata belanja, di dekat stasiun ini ada Transmart dan Poin Square. https://t.co/uwYMjHATSP",stasiun lebak bulus lebak bulus stasiun laying ujung selatan jakarta stasiun mrt terintegrasi halte transjakarta halte lebak bulus koridor wisata belanja stasiun transmart poin square,1,0,positif,1
473,"@dpahrevi Siang mas, Integrasi Informasi Transportasi itu sangatlah penting untuk mewujudkan transportasi multimoda yang betul2 terintegrasi. Jakarta kedatangan banyak moda baru spt MRT, LRT, dan Railink namun hingga kini belum ada identitas yg serupa

Dari sini kita coba u/ buat swadaya??",siang mas integrasi informasi transportasi mewujudkan transportasi multimoda terintegrasi jakarta kedatangan moda spt mrt lrt railink belum_ada identitas coba u swadaya,2,1,positif,1
474,"@berkaryainfo Gw positif thinking aj dah.. 
Klo di Jakarta ya Busway dn MRT",gw positif thinking aj dah klo jakarta ya busway dn mrt,1,0,positif,1
475,kereta bandara 200rb mrt lrt ktm nya juga buat roundtrip mayan lah harus spend sekitar 50rb buat jarak bogor jakarta,kereta bandara rb mrt lrt ktm nya roundtrip mayan spend rb jarak bogor jakarta,1,0,positif,1
476,@VIVAcoid Mantap kalai ada rute MRT dari Kabupaten Tangerang ke Jakarta mah,mantap kalai rute mrt kabupaten tangerang jakarta mah,1,0,positif,1
477,"@syayangkamu Aku pernah tinggal di dua tempat itu dan skrang menetap di bandung. 

Dari kondisi masyarakat,kondisi cuaca enak di bandung jujur
Tapi soal fasilitas pelayanan pemerintah enak di jakarta menurut ku. Karena di bandung belum ada MRT sama Comuter line ??",tinggal skrang menetap bandung kondisi masyarakat kondisi cuaca enak bandung jujur fasilitas pelayanan pemerintah enak jakarta ku bandung belum_ada mrt comuter line,3,1,positif,1
478,"Pagi tadi, rajin bersama Aris. siefdi-an ke senayan. keliling jakarta naik mrt

: ""aku fotoin""
; ""silau, gabisa pose yg bagus, mukanya pasti tablo""
: ""engga, kayak gitu aja udah bagus"" https://t.co/rd2nw7mAbu",pagi rajin aris siefdi an senayan keliling jakarta mrt fotoin silau gabisa pose bagus mukanya tablo tidak_kayak gitu aja udah bagus,3,1,positif,1
479,"@marzukialie_MA @musniumar Transportasi jakarta kan sdh diperbaiki pak. Sdh ada mrt, ada trans jakarta busway, n utk yg ada di lingkar luar, ada commuter line. Sy kira sdh ok utk tarif parkir naik. Bila perlu 1.5 jt/hari, spt di melbourne. Spy jakarta benar2 jd megapolitan city. Ayo dukung pak anies",ma transportasi jakarta sdh diperbaiki sdh mrt trans jakarta busway n utk lingkar commuter line sy sdh ok utk tarif parkir jt spt melbourne spy jakarta jd megapolitan city ayo dukung anies,1,0,positif,1
480,"4 bulan ga ke Jakarta. Sekalinya ke Jakarta, liat MRT. Pengen naik anjay",tidak_ke jakarta sekalinya jakarta liat mrt pengen anjay,1,0,positif,1
481,"Seru banget tadi seharian reramean ngider Jakarta naik MRT dan tranjakarta cuma sekedar pake nge-tap jam tangan yg udah diisiin saldo 100rb oleh BNI, bisa buat jajan2 juga pula sekalipun itu mesin gesek ATM - masih bisa dideketin jam tangan ke mesinnya. Mantap smartwatch BNI46 ?? https://t.co/xaVVnwf9I2",seru banget seharian reramean ngider jakarta mrt tranjakarta sekedar pake nge tap jam tangan udah diisiin saldo rb bni jajan mesin gesek atm dideketin jam tangan mesinnya mantap smartwatch bni,2,1,positif,1
482,"Jd kesenengan naik MRT???? 
Jujur ini pertama kali loh naik MRT jkt?? kalo di tanya gmn perasaanya? Takjub, bangga , happy banget jakarta kuh?????? @ Jakarta, Indonesia https://t.co/zQilucVyAx",jd kesenengan mrt jujur kali loh mrt jkt kalo gmn perasaanya takjub bangga happy banget jakarta kuh jakarta indonesia,4,0,positif,1
483,"@mrtjakarta Maaf min, tanya.   Naik MRT bayar pakai e-toll mandiri bisakah? Trims...",maaf min mrt bayar pakai e toll mandiri trims,1,0,positif,1
